   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:45
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bagerhat Sadar	52953	21978	4196	9443	1785	1948	2482	4467	6949	46299	87.4341
Fakirhat	29769	11466	2185	4551	2470	778	892	3330	4222	25672	86.2374
Sarankhola	20628	7576	1383	4716	986	339	1319	637	1956	16956	82.1990
Morralganj	62422	27235	3604	10574	2821	839	3266	2962	6228	51301	82.1842
Kachua	19882	7746	1522	2892	927	1082	1162	1395	2557	16726	84.1263
Mollahat	26286	10253	1913	3378	1315	411	866	1861	2727	19997	76.0747
Rampal	32956	15532	2475	2697	985	1086	1723	2407	4130	26905	81.6392
Chitalmari	26633	9050	2000	4655	661	705	737	1689	2426	19497	73.2062
Mongla	26051	12130	2587	2996	554	720	1588	1503	3091	22078	84.7491

 
