   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:38
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Barisal Sadar	87854	30561	7084	14280	1815	2782	1592	3958	5550	62072	70.6536
Uzirpur	45480	19818	2208	7000	1191	1547	737	3492	4229	35993	79.1403
Bakerganj	60258	21299	3193	9367	2369	596	1333	5086	6419	43243	71.7631
Babuganj	27269	10589	1127	4457	642	725	550	1419	1969	19509	71.5428
Mehendiganj	54656	18745	4201	9436	2089	1081	2390	2304	4694	40246	73.6351
Gournadi	34740	13890	1437	4668	965	875	322	3424	3746	25581	73.6356
Muladi	32268	11779	2419	7095	1641	337	353	1549	1902	25173	78.0123
Hizla	22846	7480	1484	5883	1028	345	445	640	1085	17305	75.7463
Agailjhara	27579	11753	1385	2705	925	540	343	3294	3637	20945	75.9455
Banaripara	27557	11887	1220	3261	1287	719	327	1781	2108	20482	74.3259

 
