   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:00
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Kazipur	56828	21542	4724	11560	1725	1691	1114	2526	3640	44882	78.9787
Rayganj	68508	30100	3636	13141	2373	1541	1781	2325	4106	54897	80.1322
Tarash	45097	21667	2112	6574	1088	917	1645	1550	3195	35553	78.8367
Sirajganj Sadar	112005	42347	15500	22305	2806	1646	1700	2334	4034	88638	79.1375
Kamarkhand	29049	11838	2124	5126	840	1089	566	1086	1652	22669	78.0371
Chouhali	19180	6865	1601	4162	1114	857	326	833	1159	15758	82.1585
Ullahpara	120166	52226	9156	22473	2821	2455	2787	4204	6991	96122	79.9910
Belkuchi	68926	31350	8480	10165	1395	1033	818	1516	2334	54757	79.4432
Shazadpur	112031	38995	8690	29259	4887	2551	1460	4088	5548	89930	80.2724

 
