   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:25
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Digholia	31232	13155	2757	3395	1098	1017	864	1517	2381	23803	76.2135
Dumuria	61798	26477	3237	7229	1902	1320	2941	5355	8296	48461	78.4184
Khulna Sadar	175615	86289	18493	44097	4255	1931	1770	1764	3534	158599	90.3106
Dacope	30912	17136	942	2296	528	376	370	2688	3058	24336	78.7267
Terokhada	23361	10065	2536	2681	1107	1025	496	719	1215	18629	79.7440
Fultala	25018	10134	2330	4537	743	613	1088	1499	2587	20944	83.7157
Batiaghata	32921	13956	1759	4127	2216	574	1488	1529	3017	25649	77.9108
Paikgachha	54378	28886	1511	6570	1214	679	815	4108	4923	43783	80.5160
Rupsha	34861	14400	2219	4515	1876	740	1322	1857	3179	26929	77.2468
Koyra	40465	23618	1179	3536	646	740	1276	2306	3582	33301	82.2958

 
