   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:35
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Digholia	108141	45443	19015	13463	1791	1538	2186	2697	4883	86133	79.6488
Dumuria	62643	25877	3385	7669	1593	2090	3339	6002	9341	49955	79.7455
Khulna Sadar	106913	45606	14827	20924	3366	1755	1852	1334	3186	89664	83.8663
Dacope	30715	15432	1036	3870	406	289	524	2774	3298	24331	79.2154
Terokhada	24963	10345	2707	2728	1106	1092	791	1078	1869	19847	79.5057
Fultala	26757	9870	2533	4815	744	945	1376	1815	3191	22098	82.5877
Batiaghata	35990	14599	2002	5081	1855	567	1778	1675	3453	27557	76.5685
Paikgachha	55358	26007	1541	7417	990	1787	1435	4759	6194	43936	79.3670
Rupsha	35914	14096	2277	4739	1180	606	1808	2249	4057	26955	75.0543
Koyra	38838	21705	1269	3385	519	663	1257	2285	3542	31083	80.0324

 
