   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:43
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bagerhat Sadar	52686	22096	4062	9132	1727	1808	2453	4369	6822	45647	86.6397
Fakirhat	29557	11406	2130	4477	2421	685	879	3282	4161	25280	85.5297
Sarankhola	20543	7516	1337	4586	951	330	1289	651	1940	16660	81.0982
Morralganj	62246	27354	3500	10338	2802	807	3187	2932	6119	50920	81.8045
Kachua	19804	7773	1536	2784	916	1055	1132	1365	2497	16561	83.6245
Mollahat	26148	10089	1810	3348	1293	388	835	1792	2627	19555	74.7858
Rampal	32821	15469	2504	2720	1012	1131	1694	2347	4041	26877	81.8896
Chitalmari	26458	9079	2014	4738	655	645	715	1636	2351	19482	73.6337
Mongla	25938	11996	2450	2975	513	688	1568	1457	3025	21647	83.4567

 
