   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:31
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Faridpur Sadar	83178	30707	12092	12017	2345	929	661	8904	9565	67655	81.3376
Boalmari	49671	17806	3427	7895	3150	160	1056	3559	4615	37053	74.5968
Bhanga	48666	19411	3804	4901	2635	179	868	4586	5454	36384	74.7627
Char Bhadrashion	12370	3794	1812	1434	635	207	114	1050	1164	9046	73.1285
Nagarkanda	65898	26681	6289	7944	2749	500	784	4086	4870	49033	74.4074
Sadarpur	32455	10904	3523	4158	1251	367	144	2772	2916	23119	71.2340
Alphadanga	21661	8043	1671	2960	881	14	509	1254	1763	15332	70.7816
Modhukhali	40939	16442	2661	4813	1311	174	743	3758	4501	29902	73.0404

 
