   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:46
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Fenchuganj	16779	5366	1440	1782	806	518	553	1565	2118	12030	71.6968
Gowainghat	48287	13524	3353	9627	2748	1042	1462	5066	6528	36822	76.2565
Jakiganj	33424	9845	3920	4843	2223	1477	1753	1922	3675	25983	77.7376
Jaintapur	26485	8355	1971	5957	1102	622	772	1541	2313	20320	76.7227
Balaganj	48784	13277	4123	7361	1804	2400	1077	5516	6593	35558	72.8887
Golapganj	44604	14799	6537	3588	1597	1449	1081	4738	5819	33789	75.7533
Sylhet Sadar	83935	28717	9829	9513	1869	3760	1727	6093	7820	61508	73.2805
Biani Bazar	34143	10214	3874	3349	2321	470	1249	2695	3944	24172	70.7964
Kanaighat	47013	12986	4006	8634	2661	833	2429	1639	4068	33188	70.5932
Biswanath	30415	10602	3653	2848	888	962	676	3867	4543	23496	77.2514
Companiganj	25576	8280	1741	4745	1088	891	160	2195	2355	19100	74.6794
South Shurma	48013	15555	5098	6900	1510	1871	1240	4076	5316	36250	75.5004

 
