   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:42
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	57384	22729	3785	9791	2470	2334	1470	4358	5828	46937	81.7946
Bhariab Bazar	52349	21877	5432	7874	1721	2013	751	3451	4202	43119	82.3683
Austagram	26943	10630	2167	4290	1634	492	290	2387	2677	21890	81.2456
Kishoreganj Sadar	68209	32047	4410	8173	1627	2425	2508	3936	6444	55126	80.8192
Hossainpur	37511	17709	1741	4935	1537	1642	536	2756	3292	30856	82.2585
Nikli	26681	12087	1633	2660	1938	830	198	2597	2795	21943	82.2420
Bazitpur	44291	20926	3924	4003	1322	1602	1259	2844	4103	35880	81.0097
Pakundia	41365	18721	2777	4588	1347	1744	1750	2134	3884	33061	79.9251
Itna	32823	16010	2417	2935	1234	769	802	2119	2921	26286	80.0841
Kuliarchar	32833	14586	1870	4097	1236	1669	1170	2213	3383	26841	81.7501
Tarail	29346	13595	2445	2052	972	1074	785	1869	2654	22792	77.6665
Karimganj	52426	24325	2910	6276	2172	2275	1266	3407	4673	42631	81.3165
Mithamoin	23215	10746	1517	2236	865	306	778	1422	2200	17870	76.9761

 
