   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:05
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Fenchuganj	18169	7114	1664	2063	674	614	506	1685	2191	14320	78.8156
Gowainghat	52739	14254	3554	11151	3164	2280	1585	6117	7702	42105	79.8366
Jakiganj	35755	10411	2887	5274	2089	3025	1880	2512	4392	28078	78.5289
Jaintapur	29949	9752	1890	7127	965	1232	844	1856	2700	23666	79.0210
Balaganj	50419	14799	5060	8047	1467	3051	1121	6296	7417	39841	79.0198
Golapganj	47918	16444	6906	3561	1530	2631	1215	5536	6751	37823	78.9328
Sylhet Sadar	95127	35196	8400	12438	1833	6391	2171	8744	10915	75173	79.0238
Biani Bazar	35331	11250	4195	3308	2057	1219	1237	3334	4571	26600	75.2880
Kanaighat	47297	15081	3650	9051	1257	1942	2740	2248	4988	35969	76.0492
Biswanath	30780	10326	3588	3234	639	1490	734	4333	5067	24344	79.0903
Companiganj	27785	8976	1469	4696	822	1912	221	3052	3273	21148	76.1130
South Shurma	55724	19466	6323	7574	1408	2864	1318	4976	6294	43929	78.8332

 
