   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:34
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Senbag	49976	18363	4242	7400	1398	322	473	3915	4388	36113	72.2607
Begumganj	98230	38402	6257	15624	3294	686	702	7844	8546	72809	74.1209
Companiganj	44281	15516	3056	6662	2021	569	690	2533	3223	31047	70.1136
Sudharam (Sadar)	83391	27511	7964	16514	1659	1300	972	5955	6927	61875	74.1987
Hatiya	59100	20591	2284	14778	837	22	1588	1539	3127	41639	70.4552
Chatkhil	41922	15538	2116	5621	1491	721	235	2703	2938	28425	67.8045
Subarna Char	31332	9749	3811	5341	508	689	778	2226	3004	23102	73.7329
Sonaimuri	56822	23606	4116	7232	1951	410	293	4635	4928	42243	74.3427
Kabirhat	28379	10359	1790	3897	741	254	196	2244	2440	19481	68.6458

 
