   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:52
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Langadu	16277	5710	1611	2127	307	1488	703	793	1496	12739	78.2638
Kawkhali	11311	4031	719	1880	411	853	204	673	877	8771	77.5440
Rangamati Sadar	19489	7288	1544	2727	1546	1450	553	840	1393	15948	81.8308
Baghaichhari	11577	5654	783	1280	524	400	35	551	586	9227	79.7011
Barkal	7080	2850	324	1150	315	148	220	276	496	5283	74.6186
Naniarchar	8901	3719	495	1088	321	650	391	542	933	7206	80.9572
Jurachhari	4206	2002	205	492	182	102	183	135	318	3301	78.4831
Kaptai	10945	3933	996	2125	302	566	112	839	951	8873	81.0690
Rajasthali	4673	1849	108	675	191	458	213	211	424	3705	79.2853
Belaichhari	4711	2077	104	688	167	270	32	237	269	3575	75.8862

 
