   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:39
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Barisal Sadar	88127	30727	7173	14332	1837	2806	1614	3983	5597	62472	70.8886
Uzirpur	45481	19875	2217	7006	1214	1601	749	3523	4272	36185	79.5607
Bakerganj	60289	21418	3176	9433	2405	603	1350	5041	6391	43426	72.0297
Babuganj	27263	10665	1130	4486	647	722	558	1431	1989	19639	72.0354
Mehendiganj	54467	18717	4234	9398	2076	1106	2411	2308	4719	40250	73.8980
Gournadi	34830	13823	1433	4716	962	901	326	3428	3754	25589	73.4683
Muladi	32129	11757	2396	7141	1689	366	361	1562	1923	25272	78.6579
Hizla	22880	7483	1521	5913	1039	342	457	647	1104	17402	76.0577
Agailjhara	27772	11839	1393	2724	927	536	344	3305	3649	21068	75.8606
Banaripara	27643	11937	1233	3269	1287	745	338	1787	2125	20596	74.5071

 
