   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:34
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bagerhat Sadar	52407	22109	3995	9664	2148	1518	2270	3979	6249	45683	87.1697
Fakirhat	29908	12155	2326	4869	2148	509	625	2984	3609	25616	85.6493
Sarankhola	20217	7239	1093	4568	869	218	1253	681	1934	15921	78.7506
Morralganj	62720	26905	2992	9369	2900	549	3202	2956	6158	48873	77.9225
Kachua	19613	7618	1415	2650	1076	907	1109	1286	2395	16061	81.8896
Mollahat	24805	10066	1642	3586	1452	275	721	1587	2308	19329	77.9238
Rampal	32594	16004	2344	3024	1145	806	1567	2032	3599	26922	82.5980
Chitalmari	25230	8511	1654	4543	931	463	648	1438	2086	18188	72.0888
Mongla	25603	11794	2309	3288	398	518	1546	1354	2900	21207	82.8301

 
