   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:59
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Parshuram	19583	6790	1303	2733	737	871	140	1752	1892	14326	73.1553
Chhagalnaiya	34158	10804	2298	2707	572	852	87	1716	1803	19036	55.7293
Feni Sadar	88973	27007	8390	15010	3129	2428	645	7325	7970	63934	71.8578
Sonagazi	53429	15186	2461	12228	1896	1470	408	5969	6377	39618	74.1507
Dagonbhuiyan	50817	17615	4011	5905	1778	1356	264	5094	5358	36023	70.8877
Fulgazi	23472	7891	2105	2826	1263	709	196	1961	2157	16951	72.2180

 
