   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:58
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Mathbaria	48102	18796	1649	7498	2709	1585	1965	2271	4236	36473	75.8243
Nazirpur	31777	12383	1564	4957	1119	1214	945	1790	2735	23972	75.4382
Bhandaria	24635	8674	1404	4139	1690	1579	1055	863	1918	19404	78.7660
Pirojpur Sadar	27552	10283	1885	4190	1074	1717	747	1255	2002	21151	76.7676
Nesarabad	38239	17559	2333	4530	1433	1601	789	1881	2670	30126	78.7834
Kawkhali	12019	5049	755	1448	512	615	438	485	923	9302	77.3941
Indurkani	14836	5108	639	3040	706	833	528	599	1127	11453	77.1974

 
