   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:26
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Senbag	49608	17629	3725	6375	1236	386	337	3786	4123	33474	67.4770
Begumganj	94205	37082	5634	12890	2732	464	609	6808	7417	66219	70.2924
Companiganj	43164	14607	2200	7265	1973	706	437	2328	2765	29516	68.3811
Sudharam (Sadar)	108465	35271	8168	22382	2339	1248	1030	7232	8262	77670	71.6084
Hatiya	57204	18583	1829	12078	824	25	1114	1612	2726	36065	63.0463
Chatkhil	41315	14341	1619	5338	1299	579	156	2279	2435	25611	61.9896
Subarna Char	30299	8744	3119	5103	518	445	638	1897	2535	20464	67.5402
Sonaimuri	54840	21388	3600	5660	1777	222	240	3898	4138	36785	67.0770

 
