   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:04
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Sharasti	48113	16822	1947	10609	1440	1385	420	4008	4428	36631	76.1353
Matlab (South)	43668	15791	2947	9131	854	1544	496	3017	3513	33780	77.3564
Hajiganj	63128	25173	2146	12664	1888	1864	657	4643	5300	49035	77.6755
Chandpur Sadar	73832	28099	3364	13775	2922	3488	1242	4902	6144	57792	78.2750
Kachua	80669	29311	4552	15660	2249	2082	1510	5920	7430	61284	75.9697
Faridganj	83346	32314	5292	13985	2520	3356	695	7006	7701	65168	78.1897
Hemchar	18899	8048	671	3217	461	579	252	1467	1719	14695	77.7554
Motlab (North)	57753	21749	3486	7865	1230	2473	297	5640	5937	42740	74.0048

 
