   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:51
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Brahmanbaria Sadar	88840	26263	10184	15790	5615	2908	873	7034	7907	68667	77.2929
Nasirnagar	55083	22001	3611	7037	841	874	1050	5241	6291	40655	73.8068
Nabinagar	89436	30552	9497	13788	3007	702	798	7788	8586	66132	73.9434
Kashba	64245	20134	7129	10019	4052	1578	694	5615	6309	49221	76.6145
Sarail	51818	16574	4425	9280	2085	2490	443	3580	4023	38877	75.0261
Bancharampur	56411	16277	3684	12026	2763	2185	254	5102	5356	42291	74.9694
Akhaura	29020	9665	1702	4870	1056	819	966	2489	3455	21567	74.3177
Ashuganj	27292	8220	2856	4057	1850	768	183	3302	3485	21236	77.8103
Bijoy Nagar	47313	14574	3369	8917	3200	1275	930	3954	4884	36219	76.5519

 
