   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:49
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	58083	20991	3679	10519	2536	2872	1646	4844	6490	47087	81.0685
Bhariab Bazar	54636	23004	3880	8391	2086	2623	858	4329	5187	45171	82.6763
Austagram	28600	10796	1914	4618	1848	878	377	2865	3242	23296	81.4545
Kishoreganj Sadar	69600	31642	4468	8972	2021	3144	2736	4386	7122	57369	82.4267
Hossainpur	37347	17184	1805	4683	1630	1914	546	2839	3385	30601	81.9370
Nikli	26944	11864	1622	2555	1978	1114	206	2898	3104	22237	82.5304
Bazitpur	44931	20458	3512	4428	1510	1877	1359	3176	4535	36320	80.8351
Pakundia	41940	18410	2823	5140	1584	2074	1873	2301	4174	34205	81.5570
Itna	32968	16511	2061	2649	979	959	699	2460	3159	26318	79.8289
Kuliarchar	33303	15058	1465	4067	1118	2120	1280	2501	3781	27609	82.9024
Tarail	30978	14493	2078	2911	1160	1595	892	2211	3103	25340	81.8000
Karimganj	53805	24651	3114	6508	2141	2945	1350	3780	5130	44489	82.6856
Mithamoin	23511	10857	1632	2350	916	447	898	1722	2620	18822	80.0561

 
