   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:52
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Kazipur	58071	21423	4223	13158	2244	1195	1431	3051	4482	46725	80.4618
Rayganj	67744	30637	3029	13298	2263	739	1967	2461	4428	54394	80.2935
Tarash	46035	22315	1896	7290	1156	373	1993	1695	3688	36718	79.7611
Sirajganj Sadar	116322	44549	15349	24488	2965	773	2038	2916	4954	93078	80.0175
Kamarkhand	28647	11187	1720	5229	855	848	593	1120	1713	21552	75.2330
Chouhali	18907	6159	1662	4022	1039	645	323	608	931	14458	76.4690
Ullahpara	122525	52879	8552	24456	2410	1972	3111	4735	7846	98115	80.0775
Belkuchi	68327	29314	7494	10170	1656	527	994	1450	2444	51605	75.5265
Shazadpur	114817	37786	7602	30647	4434	1093	1505	4186	5691	87253	75.9931

 
