   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:30
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Fenchuganj	13547	4652	1237	1633	593	285	249	935	1184	9584	70.7463
Gowainghat	43311	11632	2936	7204	2260	413	1033	3222	4255	28700	66.2649
Jakiganj	30815	8543	3665	4031	1803	530	1074	1134	2208	20780	67.4347
Jaintapur	23428	6875	2140	4151	1102	172	477	851	1328	15768	67.3041
Balaganj	45937	12756	4441	7140	1793	1289	438	2863	3301	30720	66.8742
Golapganj	41007	12829	5178	3637	1262	922	608	2937	3545	27373	66.7520
Sylhet Sadar	78281	27901	9043	8601	1465	1867	737	3664	4401	53278	68.0599
Biani Bazar	29785	7957	3156	3180	2394	291	690	1390	2080	19058	63.9852
Kanaighat	43083	11458	4047	6809	2940	507	1671	834	2505	28266	65.6082
Biswanath	26121	9728	2040	2710	942	460	193	2039	2232	18112	69.3388
Companiganj	24127	7386	2406	3962	786	461	69	1042	1111	16112	66.7800
South Shurma	45605	15420	4363	6033	1140	1031	452	2727	3179	31166	68.3390

 
