   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:30
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Senbag	49568	17748	4161	6737	1316	346	414	3727	4141	34449	69.4985
Begumganj	96549	37378	5829	14101	2944	383	657	7333	7990	68625	71.0779
Companiganj	43643	14568	2740	7433	1937	643	585	2362	2947	30268	69.3536
Sudharam (Sadar)	82775	24763	6581	15027	1390	877	945	5558	6503	55141	66.6155
Hatiya	58881	19538	2023	13903	757	19	1395	1521	2916	39156	66.5002
Chatkhil	41572	14677	1764	5434	1364	562	192	2414	2606	26407	63.5211
Subarna Char	30866	9387	3657	5529	470	519	748	2077	2825	22387	72.5296
Sonaimuri	56390	22554	3840	6383	1813	213	249	4276	4525	39328	69.7429
Kabirhat	28105	9707	1597	3490	625	229	181	2043	2224	17872	63.5901

 
