   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:58
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Mymensingh Sadar	138696	57399	8453	17956	4534	8857	6208	7440	13648	110847	79.9208
Trisal	88657	43356	3937	10726	1969	3349	2945	2732	5677	69014	77.8438
Fulbaria	85683	41119	3739	7405	2318	3108	4687	3426	8113	65802	76.7970
Bhaluka	86981	42495	4799	8838	1742	3111	3216	3180	6396	67381	77.4663
Muktagacha	87530	41790	3788	11679	1681	3111	3631	2896	6527	68576	78.3457
Gafargaon	86225	38063	6161	8985	2822	2171	1926	6186	8112	66314	76.9081
Phulpur	120350	57853	4714	10843	2754	6060	3787	5923	9710	91934	76.3889
Gouripur	60061	28373	1862	7577	919	1854	1128	3975	5103	45688	76.0693
Ishwarganj	79041	42500	2251	7741	669	2552	2117	3369	5486	61199	77.4269
Nandail	82489	44023	1885	9159	1505	2663	1660	1859	3519	62754	76.0756
Haluaghat	65783	31742	2443	7836	631	3399	2051	3377	5428	51479	78.2558
Dhubaura	40085	17622	2359	6909	687	1067	1544	1691	3235	31879	79.5285

 
