   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:41
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Digholia	90808	32821	16507	11691	2024	2258	2626	3227	5853	71154	78.3565
Dumuria	63268	25489	3528	9138	1672	2437	3348	6279	9627	51891	82.0178
Khulna Sadar	92811	32243	18595	14830	2462	3236	3611	2616	6227	77593	83.6032
Dacope	30688	14999	1007	3790	369	548	607	2831	3438	24151	78.6985
Terokhada	25334	10205	2464	2375	1077	1299	894	1194	2088	19508	77.0032
Fultala	27251	10008	2760	5037	841	1146	1479	2001	3480	23272	85.3987
Batiaghata	36980	14758	2057	5222	1981	672	1912	1848	3760	28450	76.9335
Paikgachha	56000	25096	1547	7844	1064	2537	1650	5278	6928	45016	80.3857
Rupsha	36680	14244	2231	4736	1293	780	1905	2555	4460	27744	75.6379
Koyra	39489	21726	1453	3763	516	1011	1367	2550	3917	32386	82.0127

 
