   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:39
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Rajoir	45817	20932	2971	8214	1646	949	128	3253	3381	38093	83.1416
Kalkini	49584	21277	3263	7925	2166	1069	1159	2702	3861	39561	79.7858
Shibchar	55687	24967	5041	7578	1290	427	410	1892	2302	41605	74.7122
Madaripur Sadar	63435	25611	4495	13706	2505	1513	752	4017	4769	52599	82.9179

 
