   Dump For Table car_details from Database dgfpmis_ss8 on 10-25-2018 07:32
Dist_Name	MonthYear	EC	Pill	Con	Inj	IUD	Imp	PerM	PerF	TPer	TUser	CAR	
Pirojpur	July 2007	9387	4320	683	1508	456	85	136	227	363	7415	78.9922
Pirojpur	August 2007	9408	4284	676	1538	389	67	135	234	369	7323	77.8380
Pirojpur	September 2007	9437	4280	679	1530	380	68	137	237	374	7311	77.4717
Pirojpur	October 2007	9467	4249	653	1522	368	85	136	241	377	7254	76.6241
Pirojpur	November 2007	9473	4243	658	1523	363	88	137	243	380	7255	76.5861
Pirojpur	January 2008	9488	4241	656	1556	367	141	140	245	385	7346	77.4241
Pirojpur	March 2008	9509	4241	652	1592	367	232	143	247	390	7474	78.5992
Pirojpur	April 2008	9541	4310	614	1605	371	258	146	248	394	7552	79.1531
Pirojpur	May 2008	9550	4217	595	1575	382	298	148	249	397	7464	78.1571
Pirojpur	June 2008	9541	4192	575	1589	384	320	147	251	398	7458	78.1679
Pirojpur	July 2008	7644	3381	457	1246	295	306	115	167	282	5967	78.0612
Pirojpur	August 2008	9556	4131	553	1617	387	355	152	260	412	7455	78.0138
Pirojpur	September 2008	9553	4025	515	1602	395	360	154	261	415	7312	76.5414
Pirojpur	October 2008	9562	3994	507	1613	403	377	156	262	418	7312	76.4694
Pirojpur	November 2008	9570	3957	526	1662	422	388	162	263	425	7380	77.1160
Pirojpur	December 2008	9550	3938	520	1656	430	389	165	262	427	7360	77.0681
Pirojpur	January 2009	9567	3931	511	1702	429	388	168	264	432	7393	77.2761
Pirojpur	February 2009	9585	3896	507	1709	437	392	170	278	448	7389	77.0892
Pirojpur	March 2009	9588	3893	513	1704	439	391	176	283	459	7399	77.1694
Pirojpur	April 2009	7687	3180	433	1332	355	354	147	201	348	6002	78.0799
Pirojpur	May 2009	9617	3872	530	1741	454	383	191	291	482	7462	77.5918
Pirojpur	June 2009	9629	3862	537	1747	458	383	195	298	493	7480	77.6820
Pirojpur	July 2009	9657	3797	508	1733	458	374	201	300	501	7371	76.3281
Pirojpur	August 2009	9705	3811	503	1642	460	376	204	302	506	7298	75.1984
Pirojpur	September 2009	7023	2913	381	892	340	373	168	204	372	5271	75.0534
Pirojpur	October 2009	6807	2780	358	823	340	385	174	190	364	5050	74.1883
