   Dump For Table car_details from Database dgfpmis_ss8 on 10-25-2018 07:32
Dist_Name	MonthYear	EC	Pill	Con	Inj	IUD	Imp	PerM	PerF	TPer	TUser	CAR	
Bagerhat	July 2007	20535	8369	1600	5558	724	346	294	348	642	17239	83.9494
Bagerhat	August 2007	20532	8347	1610	5571	543	372	240	359	599	17042	83.0021
Bagerhat	September 2007	20523	8318	1610	5589	545	402	350	368	718	17182	83.7207
Bagerhat	October 2007	18083	7850	1459	4232	394	430	360	370	730	15095	83.4762
Bagerhat	November 2007	17025	7678	1418	4222	412	474	374	382	756	14960	87.8708
Bagerhat	December 2007	21934	9075	1673	4883	465	525	487	493	980	17601	80.2453
Bagerhat	January 2008	21697	8946	1672	4902	476	595	499	501	1000	17591	81.0757
Bagerhat	February 2008	18095	7680	1418	4300	456	641	392	398	790	15285	84.4708
Bagerhat	March 2008	12907	5819	1177	3067	321	446	245	276	521	11351	87.9445
Bagerhat	April 2008	26935	11256	1936	5449	610	801	661	658	1319	21371	79.3429
Bagerhat	May 2008	26940	10327	1949	5435	620	865	678	663	1341	20537	76.2324
Bagerhat	June 2008	27396	11346	1973	5418	627	928	684	674	1358	21650	79.0261
Bagerhat	July 2008	27355	11454	1969	5452	642	1016	711	691	1402	21935	80.1864
Bagerhat	August 2008	30616	13170	2119	5788	670	1060	768	758	1526	24333	79.4781
Bagerhat	September 2008	30627	13226	2134	5869	688	1079	786	764	1550	24546	80.1450
Bagerhat	October 2008	30576	13163	2168	5945	700	1077	793	768	1561	24614	80.5010
Bagerhat	November 2008	30680	13419	2167	6014	740	1061	806	776	1582	24983	81.4309
Bagerhat	December 2008	30693	13482	2162	4219	723	1046	810	792	1602	23234	75.6980
Bagerhat	January 2009	32618	13440	2123	6034	739	1022	810	789	1599	24957	76.5130
Bagerhat	February 2009	29307	12771	1965	5566	676	983	770	732	1502	23463	80.0594
Bagerhat	March 2009	29099	12590	1875	5458	682	960	773	721	1494	23059	79.2433
Bagerhat	April 2009	29101	12561	1885	5451	717	952	792	728	1520	23086	79.3306
Bagerhat	May 2009	29009	12513	1870	5456	723	939	792	734	1526	23027	79.3788
Bagerhat	June 2009	29119	12528	2630	5499	735	925	809	429	1238	23555	80.8922
Bagerhat	July 2009	29128	12541	1884	5545	745	913	818	744	1562	23190	79.6141
Bagerhat	August 2009	30893	13346	2011	5923	825	1144	2278	2046	4324	27573	89.2532
Bagerhat	September 2009	30894	13414	2013	6002	876	923	898	828	1726	24954	80.7730
Bagerhat	October 2009	30900	13467	2051	6017	895	907	703	578	1281	24618	79.6699
Bagerhat	November 2009	30903	13455	2039	5969	890	896	908	835	1743	24992	80.8724
Bagerhat	December 2009	30901	13393	1974	5928	926	885	908	842	1750	24856	80.4375
Bagerhat	January 2010	30909	13428	1967	5959	927	872	913	844	1757	24910	80.5914
Bagerhat	February 2010	30912	13383	1928	5926	934	851	915	847	1762	24784	80.1760
Bagerhat	March 2010	28346	11966	1872	4569	720	595	759	714	1473	21195	74.7725
Bagerhat	April 2010	28388	12185	2102	4756	714	602	761	725	1486	21845	76.9515
Bagerhat	May 2010	28394	12186	2089	4769	694	590	763	727	1490	21818	76.8402
Bagerhat	June 2010	31490	12751	2593	5203	841	572	765	728	1493	23453	74.4776
Bagerhat	July 2010	28798	12312	2336	4829	710	582	766	729	1495	22264	77.3109
Bagerhat	August 2010	28802	12416	2358	3631	458	844	770	737	1507	21214	73.6546
Bagerhat	September 2010	28809	12416	2383	4871	745	549	768	769	1537	22501	78.1041
Bagerhat	October 2010	30814	12414	2475	4899	754	551	771	770	1541	22634	73.4536
Bagerhat	November 2010	28822	12548	2492	4988	796	596	775	771	1546	22966	79.6822
Bagerhat	December 2010	29438	12634	2544	5014	841	593	798	790	1588	23214	78.8573
Bagerhat	January 2011	29442	12744	2532	5023	874	603	849	920	1769	23545	79.9708
Bagerhat	February 2011	29450	12696	2540	4991	871	610	849	921	1770	23478	79.7216
Bagerhat	March 2011	29453	12705	2528	4945	877	602	852	923	1775	23432	79.5573
Bagerhat	April 2011	29456	12730	2579	5051	877	604	862	926	1788	23629	80.2180
Bagerhat	May 2011	29458	12725	2597	5023	949	714	879	927	1806	23814	80.8405
Bagerhat	June 2011	29460	12698	2532	5007	950	713	894	928	1822	23722	80.5227
Bagerhat	July 2011	29461	12717	2523	5044	937	700	899	936	1835	23756	80.6354
Bagerhat	August 2011	29463	12663	2519	5051	940	708	908	938	1846	23727	80.5315
Bagerhat	November 2011	29468	12132	2290	4807	1078	474	1047	1149	2196	22977	77.9727
Bagerhat	December 2011	29469	12571	2492	5007	970	717	939	951	1890	23647	80.2436
Bagerhat	January 2012	29669	12600	2529	4986	1000	727	956	965	1921	23763	80.0937
Bagerhat	February 2012	29671	12640	2551	5053	1021	735	963	968	1931	23931	80.6545
Bagerhat	March 2012	29123	12411	2544	4939	1012	737	951	943	1894	23537	80.8193
Bagerhat	April 2012	28373	12073	2501	4744	995	738	906	926	1832	22883	80.6506
Bagerhat	May 2012	28375	12082	2507	4782	1025	736	907	926	1833	22965	80.9339
Bagerhat	June 2012	28377	11955	2401	3160	545	685	555	611	1166	19912	70.1695
Bagerhat	July 2012	28380	11894	2385	5212	1062	741	910	929	1839	23133	81.5116
Bagerhat	August 2012	28382	11807	2373	5334	1093	741	912	930	1842	23190	81.7067
Bagerhat	September 2012	28385	11688	2385	5453	1109	741	918	934	1852	23228	81.8320
Bagerhat	October 2012	28388	11577	2364	5539	1126	740	923	934	1857	23203	81.7352
Bagerhat	November 2012	28392	11577	2356	5524	1132	750	921	939	1860	23199	81.7096
Bagerhat	December 2012	28393	11611	2371	5510	1154	753	922	940	1862	23261	81.9251
Bagerhat	January 2013	33117	13156	2884	6529	1340	880	1007	1127	2134	26923	81.2966
Bagerhat	February 2013	33116	13142	2869	6561	1355	875	1009	1128	2137	26939	81.3474
Bagerhat	March 2013	33958	13120	2865	6509	1352	882	1010	1130	2140	26868	79.1213
Bagerhat	April 2013	33145	13118	2861	6695	1368	890	1010	1132	2142	27074	81.6835
Bagerhat	May 2013	33155	13077	2850	6696	1397	906	1011	1135	2146	27072	81.6528
Bagerhat	June 2013	33153	13082	2837	6674	1417	911	1099	1139	2238	27159	81.9202
Bagerhat	July 2013	33160	13077	2841	6689	1425	915	1098	1139	2237	27184	81.9783
Bagerhat	August 2013	33168	13053	2790	6711	1438	900	1104	1144	2248	27140	81.8259
Bagerhat	September 2013	33142	13055	2797	6705	1457	905	1106	1145	2251	27170	81.9806
Bagerhat	October 2013	20799	7469	1769	4103	888	861	751	828	1579	16669	80.1433
Bagerhat	November 2013	33159	12959	2810	6698	1494	931	1112	1150	2262	27154	81.8903
Bagerhat	December 2013	33160	12799	2735	6676	1517	935	1115	1154	2269	26931	81.2153
Bagerhat	January 2014	32686	12647	2728	6482	1502	936	1115	1158	2273	26568	81.2825
Bagerhat	February 2014	29040	11255	2454	5753	1316	883	1046	1070	2116	23777	81.8767
Bagerhat	March 2014	31311	12164	2662	6218	1409	895	1093	1102	2195	25543	81.5784
Bagerhat	April 2014	31315	12155	2670	6226	1411	894	1095	1106	2201	25557	81.6126
Bagerhat	May 2014	31316	12159	2674	6243	1417	886	1095	1110	2205	25584	81.6963
Bagerhat	June 2014	31318	12068	2662	6228	1434	918	1096	1234	2330	25640	81.8699
Bagerhat	July 2014	31319	12068	2625	6139	1440	1019	1097	1235	2332	25623	81.8130
Bagerhat	August 2014	31321	12092	2617	6169	1451	1023	1098	1236	2334	25686	82.0089
Bagerhat	September 2014	31322	12104	2618	6173	1463	1024	1102	1246	2348	25730	82.1467
Bagerhat	October 2014	31324	12075	2633	6192	1473	1026	1105	1249	2354	25753	82.2149
Bagerhat	December 2014	31474	12084	2689	6219	1492	1046	1108	1250	2358	25888	82.2520
Bagerhat	February 2015	31498	12046	2715	6221	1498	1068	1087	1260	2347	25895	82.2116
Bagerhat	March 2015	31524	12052	2707	6258	1487	1087	1083	1264	2347	25938	82.2802
Bagerhat	April 2015	31514	12040	2680	6254	1488	1091	1080	1268	2348	25901	82.1889
Bagerhat	August 2015	32146	12250	2737	6581	1574	1153	1232	1403	2635	26930	83.7740
Bagerhat	September 2015	32148	12260	2744	6624	1599	1178	1238	1403	2641	27046	84.1297
Bagerhat	November 2015	32157	12271	2790	6705	1640	1223	1250	1410	2660	27289	84.8618
Bagerhat	December 2015	32158	12250	2773	6681	1660	1229	1255	1414	2669	27262	84.7752
Bagerhat	January 2016	33128	12618	2861	6853	1691	1285	1277	1488	2765	28073	84.7410
Bagerhat	February 2016	29575	11268	2536	5989	1551	1070	1257	1332	2589	25003	84.5410
Bagerhat	March 2016	36567	13700	3187	7869	1798	1326	1452	1363	2815	30695	83.9418
Bagerhat	April 2016	37026	13867	3218	7961	1797	1297	1434	1493	2927	31067	83.9059
Bagerhat	May 2016	37015	13884	3222	7940	1812	1323	1439	1497	2936	31117	84.0659
Bagerhat	June 2016	37617	13914	3227	7903	1832	1328	1440	1498	2938	31142	82.7870
Bagerhat	July 2016	37622	13932	3222	7902	1862	1346	1442	1508	2950	31214	82.9674
Bagerhat	August 2016	32142	12155	2547	6510	1731	1141	1374	1327	2701	26785	83.3333
Bagerhat	September 2016	37650	14044	3106	7961	1901	1367	1444	1511	2955	31334	83.2244
Bagerhat	October 2016	37661	14061	3098	7974	1916	1380	1447	1516	2963	31392	83.3541
Bagerhat	November 2016	37662	14058	3050	7972	1953	1414	1449	1520	2969	31416	83.4156
Bagerhat	December 2016	37696	14118	3010	7951	1964	1425	1451	1520	2971	31439	83.4014
Bagerhat	January 2017	37017	13874	2966	7724	1959	1417	1412	1509	2921	30861	83.3698
Bagerhat	February 2017	37236	13963	2905	7824	1989	1427	1411	1513	2924	31032	83.3387
Bagerhat	March 2017	37757	13981	2851	8099	2033	1470	1448	1539	2987	31421	83.2190
Bagerhat	April 2017	37761	13971	2846	8089	2049	1481	1449	1542	2991	31427	83.2261
Bagerhat	May 2017	37772	13955	2846	8084	2061	1494	1453	1548	3001	31441	83.2389
Bagerhat	June 2017	32872	12327	2348	6772	1921	1268	1441	1386	2827	27463	83.5453
Bagerhat	July 2017	38404	14190	2899	8194	2100	1544	1512	1578	3090	32017	83.3689
Bagerhat	August 2017	38445	14184	2891	8193	2114	1569	1523	1586	3109	32060	83.3919
Bagerhat	September 2017	39288	14652	2945	8363	2137	1618	1560	1628	3188	32903	83.7482
Bagerhat	October 2017	24927	8598	1872	5612	1395	1382	1021	1032	2053	20912	83.8930
Bagerhat	November 2017	39310	14646	2938	8386	2174	1666	1569	1639	3208	33018	83.9939
Bagerhat	December 2017	39316	14675	2926	8373	2197	1695	1569	1640	3209	33075	84.1261
Bagerhat	January 2018	39323	14674	2914	8382	2218	1703	1575	1642	3217	33108	84.1950
Bagerhat	February 2018	39326	14685	2913	8363	2229	1729	1594	1644	3238	33157	84.3132
Bagerhat	March 2018	39328	14696	2907	8355	2247	1766	1599	1645	3244	33215	84.4564
Bagerhat	April 2018	39829	15004	2967	8398	2279	1810	1626	1662	3288	33746	84.7272
Bagerhat	May 2018	39831	15099	2967	8367	2289	1817	1627	1669	3296	33835	84.9464
Bagerhat	June 2018	39832	15146	2942	8366	2301	1806	1627	1673	3300	33861	85.0095
Bagerhat	July 2018	39835	15151	2925	8359	2318	1831	1628	1677	3305	33889	85.0734
Bagerhat	August 2018	39883	15122	2880	8281	2319	1818	1628	1680	3308	33728	84.5674
Bagerhat	September 2018	39885	15045	2782	8180	2306	1784	1630	1680	3310	33407	83.7583

 
