   Dump For Table car_details from Database dgfpmis_ss8 on 10-25-2018 07:32
Dist_Name	MonthYear	EC	Pill	Con	Inj	IUD	Imp	PerM	PerF	TPer	TUser	CAR	
Bogra	January 2007	125663	40	9	9	92	9	8	9	17	176	0.1401
Bogra	July 2007	135154	59387	9874	17246	3158	2462	2762	6863	9625	101752	75.2860
Bogra	August 2007	135237	59208	9903	17475	3172	2443	2793	6894	9687	101888	75.3403
Bogra	September 2007	135308	59340	9999	17491	3154	2416	2811	6904	9715	102115	75.4686
Bogra	October 2007	135349	59259	9906	17606	3163	2360	2823	6928	9751	102045	75.3940
Bogra	December 2007	136704	59446	9835	17944	3266	2769	2965	7108	10073	103333	75.5889
Bogra	January 2008	132845	57640	9417	17786	3268	2921	3001	7096	10097	101129	76.1256
Bogra	March 2008	133962	57527	9091	18181	3330	3053	3043	7146	10189	101371	75.6715
Bogra	April 2008	106026	45888	7383	13661	2892	2606	2559	5622	8181	80611	76.0295
Bogra	May 2008	114933	49040	7488	15986	2883	2836	2641	5913	8554	86787	75.5109
Bogra	June 2008	115748	48661	8339	15778	3029	2935	2642	5891	8533	87275	75.4009
Bogra	July 2008	111576	47644	7928	15471	2877	2831	2603	5735	8338	85089	76.2610
Bogra	August 2008	111431	47687	7850	15460	2879	2869	2611	5747	8358	85103	76.3728
Bogra	September 2008	115521	49217	7991	16209	2928	3068	2664	5929	8593	88006	76.1818
Bogra	October 2008	110780	47534	7298	14732	2852	3024	2592	5608	8200	83640	75.5010
Bogra	November 2008	110780	47478	7613	14748	2932	3139	2616	5635	8251	84161	75.9713
Bogra	December 2008	114705	49018	7837	15521	2956	3338	2658	5827	8485	87155	75.9819
Bogra	January 2009	109324	46956	7438	14471	2862	3042	2509	5444	7953	82722	75.6668
Bogra	February 2009	107366	45041	7420	14411	2904	3017	2497	5377	7874	80667	75.1327
Bogra	March 2009	107399	46045	7462	14486	2927	3001	2514	5493	8007	81928	76.2838
Bogra	April 2009	111532	47600	7762	15476	3048	3083	2601	5640	8241	85210	76.3996
Bogra	May 2009	111327	47537	7760	15672	3047	3132	2603	5651	8254	85402	76.7127
