   Dump For Table car_details from Database dgfpmis_ss8 on 10-25-2018 07:32
Dist_Name	MonthYear	EC	Pill	Con	Inj	IUD	Imp	PerM	PerF	TPer	TUser	CAR	
Khagrachhari	January 2007	3390	1259	95	951	51	207	62	41	103	2666	78.6431
Khagrachhari	July 2007	3190	1263	74	568	40	158	0	31	31	2134	66.8966
Khagrachhari	August 2007	3190	1265	79	593	40	158	0	31	31	2166	67.8997
Khagrachhari	September 2007	3190	1259	77	609	40	159	0	31	31	2175	68.1818
Khagrachhari	October 2007	3190	1261	77	612	40	159	0	31	31	2180	68.3386
Khagrachhari	November 2007	3190	1257	75	633	47	164	5	37	42	2218	69.5298
Khagrachhari	December 2007	4190	1254	81	646	47	168	17	38	55	2251	53.7232
Khagrachhari	January 2008	3195	1507	82	397	48	168	39	38	77	2279	71.3302
Khagrachhari	February 2008	3195	1267	82	714	48	168	45	38	83	2362	73.9280
Khagrachhari	March 2008	3198	1261	78	693	48	168	45	38	83	2331	72.8893
Khagrachhari	April 2008	3198	1264	73	693	48	168	46	38	84	2330	72.8580
Khagrachhari	May 2008	3205	1261	63	703	48	166	46	38	84	2325	72.5429
Khagrachhari	June 2008	3217	1257	59	695	48	167	46	38	84	2310	71.8060
Khagrachhari	July 2008	3219	1254	56	701	48	167	46	38	84	2310	71.7614
Khagrachhari	August 2008	3227	1253	51	718	48	166	46	38	84	2320	71.8934
Khagrachhari	September 2008	3231	1247	51	732	48	166	46	38	84	2328	72.0520
Khagrachhari	October 2008	3235	1249	53	743	48	166	46	38	84	2343	72.4266
Khagrachhari	November 2008	3242	1257	60	764	48	172	48	39	87	2388	73.6582
Khagrachhari	December 2008	3247	1254	61	790	48	173	49	39	88	2414	74.3455
Khagrachhari	January 2009	3254	1252	63	811	48	173	49	39	88	2435	74.8310
Khagrachhari	February 2009	3231	1244	61	835	48	178	49	39	88	2454	75.9517
Khagrachhari	March 2009	3269	1242	14	859	48	180	51	39	90	2433	74.4264
Khagrachhari	April 2009	3287	1248	74	869	50	179	52	40	92	2512	76.4223
Khagrachhari	May 2009	3287	1246	77	892	50	179	53	40	93	2537	77.1828
Khagrachhari	June 2009	3293	1245	78	905	50	179	53	40	93	2550	77.4370
Khagrachhari	July 2009	3305	1248	80	933	50	179	54	40	94	2584	78.1846
Khagrachhari	August 2009	3317	1250	81	942	50	179	54	40	94	2596	78.2635
Khagrachhari	September 2009	3328	1251	84	931	50	178	54	40	94	2588	77.7644
Khagrachhari	October 2009	3337	1252	85	933	50	179	54	40	94	2593	77.7045
Khagrachhari	November 2009	3345	1253	86	944	52	190	57	41	98	2623	78.4155
Khagrachhari	December 2009	3351	1255	87	904	52	193	58	41	99	2590	77.2904
Khagrachhari	January 2010	3358	1253	87	955	52	202	60	41	101	2650	78.9160
Khagrachhari	February 2010	3365	1254	90	963	53	202	62	41	103	2665	79.1976
Khagrachhari	March 2010	3371	1255	92	941	53	202	62	41	103	2646	78.4930
Khagrachhari	April 2010	3383	1258	94	944	53	202	62	41	103	2654	78.4511
Khagrachhari	June 2010	3407	1250	96	955	51	209	62	41	103	2664	78.1920
Khagrachhari	July 2010	3415	1252	98	936	51	209	62	41	103	2649	77.5695
Khagrachhari	August 2010	3419	1252	97	931	51	209	62	42	104	2644	77.3326
Khagrachhari	September 2010	3425	1255	96	918	51	209	62	42	104	2633	76.8759
Khagrachhari	October 2010	3432	1260	95	919	51	211	62	42	104	2640	76.9231
Khagrachhari	November 2010	3439	1269	102	921	53	219	62	42	104	2668	77.5807
Khagrachhari	December 2010	3445	1273	103	919	53	221	62	42	104	2673	77.5907
Khagrachhari	January 2011	3451	1274	103	918	53	221	62	42	104	2673	77.4558
Khagrachhari	February 2011	3452	1293	110	927	53	223	62	42	104	2710	78.5052
Khagrachhari	March 2011	3453	1312	118	937	53	255	62	43	105	2780	80.5097
Khagrachhari	April 2011	3454	1312	114	940	62	231	62	43	105	2764	80.0232
Khagrachhari	May 2011	3456	1300	111	947	61	241	62	44	106	2766	80.0347
Khagrachhari	June 2011	3459	1289	110	957	60	250	62	44	106	2772	80.1388
