   Dump For Table car_details from Database dgfpmis_ss8 on 10-25-2018 07:32
Dist_Name	MonthYear	EC	Pill	Con	Inj	IUD	Imp	PerM	PerF	TPer	TUser	CAR	
Munshiganj	March 2007	31674	12758	3866	3898	853	144	31	1520	1551	23070	72.8358
Munshiganj	July 2007	31526	12303	3658	2970	1384	100	30	1471	1501	21916	69.5172
Munshiganj	August 2007	24551	12359	3645	3595	783	100	30	1477	1507	21989	89.5646
Munshiganj	September 2007	31554	12418	3709	3639	791	100	30	1482	1512	22169	70.2573
Munshiganj	October 2007	31574	12493	3726	3716	794	100	30	1487	1517	22346	70.7734
Munshiganj	November 2007	31645	12583	3809	3773	830	112	30	1496	1526	22633	71.5216
Munshiganj	December 2007	31652	12658	3846	3816	845	123	30	1498	1528	22816	72.0839
Munshiganj	January 2008	31760	12686	3870	3871	850	134	30	1505	1535	22946	72.2481
Munshiganj	February 2008	31767	12723	3887	3884	856	144	31	1511	1542	23036	72.5155
Munshiganj	March 2008	31674	12758	3866	3898	853	144	31	1520	1551	23070	72.8358
Munshiganj	April 2008	21692	12886	3766	3913	849	149	170	1525	1695	23258	107.2193
Munshiganj	May 2008	31705	12895	3776	3933	872	151	31	1526	1557	23184	73.1241
Munshiganj	June 2008	31814	12909	3794	3958	869	159	31	1532	1563	23252	73.0873
Munshiganj	July 2008	32070	12986	3826	4101	882	162	31	1536	1567	23524	73.3520
Munshiganj	August 2008	32075	13030	3859	4148	891	170	31	1539	1570	23668	73.7896
Munshiganj	September 2008	32077	13052	3883	4136	905	160	31	1541	1572	23708	73.9097
Munshiganj	October 2008	32091	13041	3856	4139	913	163	31	1549	1580	23692	73.8276
Munshiganj	November 2008	32106	12979	3899	4207	941	165	31	1555	1586	23777	74.0578
Munshiganj	December 2008	32110	12985	3888	4227	1412	161	31	1555	1586	24259	75.5497
Munshiganj	January 2009	32123	12834	3900	4254	948	171	31	1551	1582	23689	73.7447
Munshiganj	February 2009	32131	12453	3689	4088	937	167	31	1556	1587	22921	71.3361
Munshiganj	March 2009	32139	12369	3700	4133	945	174	31	1558	1589	22910	71.2841
Munshiganj	April 2009	32151	12358	3699	2422	2718	139	33	981	1014	22350	69.5157
Munshiganj	May 2009	32166	11019	3433	4030	871	179	29	1311	1340	20872	64.8884
Munshiganj	June 2009	30023	11015	3405	4041	878	179	29	1314	1343	20861	69.4834
Munshiganj	July 2009	26739	9737	3054	3512	884	160	27	1101	1128	18475	69.0938
Munshiganj	August 2009	26743	9709	3071	3497	881	142	27	1101	1128	18428	68.9078
Munshiganj	September 2009	26749	9837	3097	3412	886	158	27	1102	1129	18519	69.2325
Munshiganj	October 2009	26753	9775	3108	3434	888	158	27	1105	1132	18495	69.1324
Munshiganj	November 2009	26755	9762	3108	3415	885	158	27	1104	1131	18459	68.9927
Munshiganj	December 2009	26761	9965	3247	3027	890	158	28	1106	1134	18421	68.8352
Munshiganj	January 2010	26768	9832	3068	3345	891	158	28	1106	1134	18428	68.8434
Munshiganj	February 2010	26774	9818	3212	3430	891	158	28	1106	1134	18643	69.6310
Munshiganj	March 2010	26782	9860	3160	3436	897	158	28	1138	1166	18677	69.7371
Munshiganj	April 2010	43860	15983	5039	5600	1709	298	53	1803	1856	30485	69.5052
Munshiganj	May 2010	26793	9865	3161	3474	911	158	28	1110	1138	18707	69.8205
Munshiganj	June 2010	26797	9889	3115	3483	915	158	28	1120	1148	18708	69.8138
Munshiganj	July 2010	26805	9890	3115	3503	923	158	28	1127	1155	18744	69.9273
Munshiganj	August 2010	26809	10190	3193	3596	938	159	28	1164	1192	19268	71.8714
Munshiganj	September 2010	26815	10223	3201	3605	942	159	28	1165	1193	19323	72.0604
Munshiganj	October 2010	26818	10265	3201	3613	965	157	28	1171	1199	19400	72.3395
Munshiganj	November 2010	27905	10297	3197	2970	1636	173	28	1176	1204	19477	69.7975
Munshiganj	December 2010	27909	10326	3201	3633	991	183	35	1183	1218	19552	70.0563
Munshiganj	January 2011	27914	10445	3303	3690	1001	186	41	1184	1225	19850	71.1113
Munshiganj	February 2011	27919	10486	3412	3740	4722	186	46	1186	1232	23778	85.1678
Munshiganj	March 2011	18721	10689	3513	3764	1020	202	55	1188	1243	20431	109.1341
Munshiganj	April 2011	18206	7054	2281	2489	946	170	59	758	817	13757	75.5630
Munshiganj	May 2011	27933	7440	3529	3904	1065	240	68	1196	1264	17442	62.4423
Munshiganj	June 2011	27936	11237	3531	3973	1072	245	68	1196	1264	21322	76.3245
Munshiganj	July 2011	27938	11395	3564	4085	1099	244	16	1199	1215	21602	77.3212
Munshiganj	August 2011	29224	11978	3663	15564	1105	248	570	1199	1769	34327	117.4617
Munshiganj	October 2011	29245	12109	3685	4058	661	252	70	1207	1277	22042	75.3701
Munshiganj	November 2011	29257	12091	3768	4061	1119	256	80	1212	1292	22587	77.2020
Munshiganj	December 2011	29261	12076	3650	4076	1124	263	80	1215	1295	22484	76.8395
Munshiganj	January 2012	29263	12075	3649	4092	1135	266	82	1217	1299	22516	76.9436
Munshiganj	February 2012	17750	7202	2314	2764	653	242	60	647	707	13882	78.2085
Munshiganj	March 2012	29274	12094	3660	4136	1161	267	87	1218	1305	22623	77.2802
Munshiganj	April 2012	29281	12070	3645	4150	1149	264	87	1219	1306	22584	77.1285
Munshiganj	May 2012	29288	12078	3604	4194	1152	267	90	1223	1313	22608	77.1920
Munshiganj	June 2012	29287	12081	3625	4224	1154	272	91	1224	1315	22671	77.4098
Munshiganj	July 2012	29290	12177	3633	4251	1163	275	92	1227	1319	22818	77.9037
Munshiganj	August 2012	29292	12233	3637	4283	1168	272	93	1126	1219	22812	77.8779
Munshiganj	September 2012	29314	12313	3646	4383	1202	291	95	1244	1339	23174	79.0544
Munshiganj	October 2012	29320	12374	3652	4501	1205	294	99	1246	1345	23371	79.7101
Munshiganj	November 2012	29330	12460	3678	4625	1206	333	106	1237	1343	23645	80.6171
Munshiganj	December 2012	29342	12374	3709	4698	1221	299	120	1243	1363	23664	80.6489
Munshiganj	January 2013	28274	12056	3298	4043	758	202	111	1546	1657	22014	77.8595
Munshiganj	February 2013	29359	12580	3631	4269	740	209	99	1607	1706	23135	78.8004
Munshiganj	April 2013	29694	12932	3698	4448	738	210	103	1619	1722	23748	79.9758
Munshiganj	May 2013	30497	13150	3696	4643	748	218	105	1623	1728	24183	79.2963
Munshiganj	June 2013	30497	13190	3724	4772	755	219	109	1627	1736	24396	79.9948
Munshiganj	July 2013	30498	13205	3720	3793	756	221	111	1631	1742	23437	76.8477
Munshiganj	August 2013	30523	13223	3710	4768	764	222	111	1640	1751	24438	80.0642
Munshiganj	September 2013	30509	13225	3696	4765	775	223	111	1644	1755	24439	80.1042
Munshiganj	October 2013	30528	13224	3708	4770	792	225	112	1657	1769	24488	80.2149
Munshiganj	November 2013	30524	13281	3710	4752	791	227	112	1656	1768	24529	80.3597
Munshiganj	December 2013	30528	13231	3701	4761	797	228	113	1666	1779	24497	80.2444
Munshiganj	January 2014	29424	12750	3606	4678	796	216	112	1582	1694	23740	80.6824
Munshiganj	February 2014	29426	12776	3604	4704	803	214	112	1584	1696	23797	80.8707
Munshiganj	March 2014	29430	12811	3611	4741	804	215	112	1589	1701	23883	81.1519
Munshiganj	April 2014	29428	12804	3591	4772	804	218	112	1590	1702	23891	81.1846
Munshiganj	May 2014	29439	12815	3561	4761	806	218	112	1591	1703	23864	81.0625
Munshiganj	June 2014	29455	12871	3529	4772	825	221	112	1601	1713	23931	81.2460
Munshiganj	July 2014	29461	12902	3481	4761	817	220	112	1598	1710	23891	81.0936
Munshiganj	August 2014	30063	12901	3471	4767	823	221	115	1606	1721	23904	79.5130
Munshiganj	September 2014	42298	17296	6083	6102	1003	275	156	2287	2443	33202	78.4954
Munshiganj	October 2014	42948	17534	6136	6175	1045	289	155	2245	2400	33579	78.1852
Munshiganj	November 2014	35878	14454	5599	5015	877	245	122	1724	1846	28036	78.1426
Munshiganj	December 2014	42994	17299	6104	6196	1065	314	165	2356	2521	33499	77.9155
Munshiganj	January 2015	43027	17299	6101	6222	1052	320	166	2357	2523	33517	77.8976
Munshiganj	February 2015	43164	17266	6031	6165	1060	319	166	2364	2530	33371	77.3121
Munshiganj	March 2015	43340	17263	5991	6146	1092	327	166	2365	2531	33350	76.9497
Munshiganj	April 2015	43482	17941	5196	6408	1104	340	166	2371	2537	33526	77.1032
Munshiganj	May 2015	32298	12908	4114	4192	919	238	153	1828	1981	24352	75.3979
Munshiganj	June 2015	44122	18201	5148	6548	1153	374	172	2427	2599	34023	77.1112
Munshiganj	July 2015	44151	18186	5052	6562	1163	378	173	2429	2602	33943	76.8793
Munshiganj	August 2015	44160	18209	5001	6576	1174	387	174	2438	2612	33959	76.8999
Munshiganj	September 2015	44202	18189	4980	6590	1188	388	174	2445	2619	33954	76.8155
Munshiganj	October 2015	45061	18520	5045	6676	1218	409	193	2582	2775	34643	76.8802
Munshiganj	November 2015	45087	18574	5062	6760	1252	410	197	2589	2786	34844	77.2817
Munshiganj	December 2015	45668	18811	5123	6902	1288	435	206	2649	2855	35414	77.5466
Munshiganj	January 2016	46318	19082	5274	7018	1327	469	216	2674	2890	36060	77.8531
Munshiganj	February 2016	48190	19689	5441	7219	1417	557	247	3016	3263	37586	77.9954
Munshiganj	March 2016	48612	19492	5552	7264	1434	573	248	3085	3333	37648	77.4459
