   Dump For Table car_details from Database dgfpmis_ss8 on 10-25-2018 07:32
Dist_Name	MonthYear	EC	Pill	Con	Inj	IUD	Imp	PerM	PerF	TPer	TUser	CAR	
Nilphamari	July 2007	10047	5492	958	366	307	69	247	450	697	7889	78.5210
Nilphamari	August 2007	10047	4913	991	341	314	0	258	464	722	7281	72.4694
Nilphamari	September 2007	10047	4817	990	406	313	0	258	464	722	7248	72.1409
Nilphamari	October 2007	10047	4746	934	420	353	50	344	485	829	7332	72.9770
Nilphamari	December 2007	10047	4456	875	545	455	97	417	503	920	7348	73.1363
Nilphamari	January 2008	10047	3936	798	563	469	0	1223	5594	6817	12583	125.2414
Nilphamari	March 2008	10047	3260	819	594	497	82	478	542	1020	6272	62.4266
Nilphamari	April 2008	10047	2689	680	540	509	82	492	548	1040	5540	55.1408
Nilphamari	May 2008	10047	2777	766	605	507	75	497	550	1047	5777	57.4998
Nilphamari	June 2008	10047	2873	709	631	509	78	497	551	1048	5848	58.2064
Nilphamari	July 2008	10047	2888	325	617	507	78	847	551	1398	5813	57.8581
Nilphamari	August 2008	10047	3165	761	657	508	75	499	552	1051	6217	61.8792
Nilphamari	September 2008	199	553	0	0	0	0	0	0	0	553	277.8894
Nilphamari	October 2008	10047	3178	726	636	511	73	499	557	1056	6180	61.5109
Nilphamari	November 2008	10047	3102	752	743	512	73	499	556	1055	6237	62.0782
Nilphamari	December 2008	10047	3007	728	678	512	73	499	556	1055	6053	60.2468
Nilphamari	January 2009	10047	3200	767	746	517	73	499	556	1055	6358	63.2826
Nilphamari	February 2009	10047	3003	849	732	514	73	499	557	1056	6227	61.9787
Nilphamari	March 2009	10047	3059	826	747	526	72	499	558	1057	6287	62.5759
Nilphamari	April 2009	10047	3000	932	803	525	70	502	562	1064	6394	63.6409
Nilphamari	May 2009	10047	3126	885	693	530	70	505	567	1072	6376	63.4617
Nilphamari	June 2009	5822	1714	541	488	540	70	522	567	1089	4442	76.2968
Nilphamari	July 2009	10047	3285	960	865	551	70	544	591	1135	6866	68.3388
Nilphamari	August 2009	10047	3371	1000	794	560	68	556	594	1150	6943	69.1052
Nilphamari	September 2009	5882	1715	542	493	554	68	537	573	1110	4482	76.1986
Nilphamari	October 2009	20898	3392	961	457	548	68	599	589	1188	6614	31.6490
Nilphamari	November 2009	23033	3979	1456	412	576	59	617	596	1213	7695	33.4086
Nilphamari	December 2009	22270	4828	1618	561	567	53	604	595	1199	8826	39.6318
Nilphamari	January 2010	22459	8930	2076	703	778	199	794	782	1576	14262	63.5024
Nilphamari	February 2010	27808	12128	2680	2349	715	191	721	649	1370	19433	69.8828
Nilphamari	March 2010	27827	12676	2941	2591	710	184	753	651	1404	20506	73.6910
Nilphamari	April 2010	27899	13718	2883	2633	701	180	785	653	1438	21553	77.2537
Nilphamari	May 2010	27906	13776	3029	2738	699	139	796	653	1449	21830	78.2269
Nilphamari	June 2010	27931	13796	2867	2765	693	130	827	659	1486	21737	77.8239
Nilphamari	July 2010	27986	13996	2875	2677	682	125	851	667	1518	21873	78.1569
Nilphamari	August 2010	28058	13944	3006	2538	686	125	858	667	1525	21824	77.7817
