   Dump For Table car_details from Database dgfpmis_ss8 on 10-25-2018 07:32
Dist_Name	MonthYear	EC	Pill	Con	Inj	IUD	Imp	PerM	PerF	TPer	TUser	CAR	
Habiganj	October 2008	2	151	19	159	0	0	0	0	0	329	16450.0000
Habiganj	February 2012	0	322	111	181	2	0	0	0	0	616	NULL
Habiganj	March 2012	0	302	57	253	3	0	0	0	0	615	NULL
Habiganj	April 2012	0	269	123	242	5	0	0	0	0	639	NULL
Habiganj	May 2012	0	300	85	174	1	2	0	0	0	562	NULL
Habiganj	June 2012	0	358	96	209	2	2	0	0	0	667	NULL
Habiganj	July 2012	0	332	123	262	5	0	0	0	0	722	NULL
Habiganj	August 2012	0	266	61	187	1	0	0	0	0	515	NULL
Habiganj	September 2012	0	544	169	230	5	0	0	0	0	948	NULL
Habiganj	October 2012	0	321	100	246	1	0	0	0	0	668	NULL
Habiganj	November 2012	0	375	140	202	2	0	0	0	0	719	NULL
Habiganj	December 2012	0	424	147	253	3	0	0	0	0	827	NULL
Habiganj	January 2013	0	145	155	262	0	0	0	0	0	562	NULL
Habiganj	February 2013	0	283	165	238	1	0	0	0	0	687	NULL
Habiganj	March 2013	0	270	177	242	8	0	0	0	0	697	NULL
Habiganj	April 2013	0	205	126	211	0	0	0	0	0	542	NULL
Habiganj	May 2013	0	189	173	190	8	0	0	0	0	560	NULL
Habiganj	June 2013	0	232	130	247	13	0	0	0	0	622	NULL
Habiganj	July 2013	0	121	104	90	8	0	0	0	0	323	NULL
Habiganj	August 2013	0	230	141	208	7	0	0	0	0	586	NULL
Habiganj	September 2013	0	213	245	226	5	0	0	0	0	689	NULL
Habiganj	October 2013	0	206	323	215	5	0	0	0	0	749	NULL
Habiganj	November 2013	0	196	218	221	2	0	0	0	0	637	NULL
Habiganj	December 2013	10620	153	232	178	4	0	0	0	0	567	5.3390
Habiganj	January 2014	0	218	165	220	3	0	0	0	0	606	NULL
Habiganj	February 2014	0	218	156	222	5	0	0	0	0	601	NULL
Habiganj	March 2014	0	265	246	205	7	0	0	0	0	723	NULL
Habiganj	April 2014	0	197	227	250	15	0	0	0	0	689	NULL
Habiganj	May 2014	0	309	193	219	2	0	0	0	0	723	NULL
Habiganj	June 2014	0	439	285	252	7	0	0	0	0	983	NULL
Habiganj	July 2014	0	210	369	195	0	0	0	0	0	774	NULL
Habiganj	August 2014	0	258	283	256	3	0	0	0	0	800	NULL
Habiganj	September 2014	0	353	385	277	8	0	0	0	0	1023	NULL
Habiganj	October 2014	0	255	321	210	13	0	0	0	0	799	NULL
Habiganj	November 2014	0	383	516	272	10	0	0	0	0	1181	NULL
Habiganj	December 2014	0	420	579	248	4	0	0	0	0	1251	NULL
Habiganj	January 2015	0	526	531	257	7	1	0	0	0	1322	NULL
Habiganj	February 2015	0	302	348	264	2	0	0	1	1	917	NULL
Habiganj	March 2015	0	411	355	370	7	0	0	0	0	1143	NULL
Habiganj	April 2015	0	505	294	263	2	0	0	0	0	1064	NULL
Habiganj	May 2015	0	428	216	225	9	0	0	0	0	878	NULL
Habiganj	June 2015	0	361	283	371	8	0	0	0	0	1023	NULL
Habiganj	July 2015	0	332	294	314	4	0	0	0	0	944	NULL
Habiganj	August 2015	0	362	471	332	1	0	0	0	0	1166	NULL
Habiganj	September 2015	0	301	480	278	6	0	0	0	0	1065	NULL
Habiganj	October 2015	0	412	313	305	4	0	0	0	0	1034	NULL
Habiganj	November 2015	0	325	361	299	7	0	0	0	0	992	NULL
Habiganj	December 2015	0	420	440	263	5	0	0	0	0	1128	NULL
Habiganj	January 2016	0	507	374	311	6	2	0	0	0	1200	NULL
Habiganj	February 2016	0	449	420	319	8	0	0	0	0	1196	NULL
Habiganj	March 2016	0	465	429	328	12	0	0	0	0	1234	NULL
Habiganj	April 2016	0	437	340	274	16	0	0	0	0	1067	NULL
Habiganj	May 2016	0	395	333	306	28	0	0	0	0	1062	NULL
Habiganj	June 2016	0	388	348	275	31	0	0	0	0	1042	NULL
Habiganj	July 2016	0	345	222	206	41	0	0	0	0	814	NULL
Habiganj	August 2016	0	356	278	223	50	0	0	0	0	907	NULL
Habiganj	September 2016	0	324	299	214	61	0	0	0	0	898	NULL
Habiganj	October 2016	0	330	329	228	66	0	0	0	0	953	NULL
Habiganj	November 2016	0	376	339	255	82	12	0	0	0	1064	NULL
Habiganj	December 2016	0	354	339	254	78	0	0	0	0	1025	NULL
Habiganj	January 2017	0	326	363	240	92	0	0	0	0	1021	NULL
Habiganj	February 2017	0	352	319	228	99	0	0	0	0	998	NULL
Habiganj	March 2017	0	331	326	243	25	0	0	0	0	925	NULL
Habiganj	April 2017	0	257	368	244	119	0	0	0	0	988	NULL
Habiganj	May 2017	0	366	376	226	130	0	0	0	0	1098	NULL
Habiganj	June 2017	0	385	346	177	133	0	0	0	0	1041	NULL
Habiganj	July 2017	0	407	401	185	160	0	0	0	0	1153	NULL
Habiganj	August 2017	0	352	379	174	168	0	0	0	0	1073	NULL
Habiganj	September 2017	0	397	377	164	185	0	0	0	0	1123	NULL
Habiganj	October 2017	0	395	351	190	188	0	0	0	0	1124	NULL
Habiganj	November 2017	0	397	352	219	200	0	0	0	0	1168	NULL
Habiganj	December 2017	294	384	354	287	206	2	0	0	0	1233	419.3878
Habiganj	January 2018	0	676	338	214	203	0	0	0	0	1431	NULL
Habiganj	March 2018	0	258	10	176	222	0	0	0	0	666	NULL
Habiganj	April 2018	0	134	14	160	224	0	0	0	0	532	NULL
Habiganj	May 2018	0	57	197	181	232	0	0	0	0	667	NULL
Habiganj	June 2018	0	262	43	136	235	0	0	0	0	676	NULL
Habiganj	July 2018	0	398	77	219	239	0	0	0	0	933	NULL
Habiganj	August 2018	0	780	140	282	498	0	0	0	0	1700	NULL
Habiganj	September 2018	0	419	179	159	260	0	0	0	0	1017	NULL

 
