   Dump For Table car_details from Database dgfpmis_ss8 on 10-25-2018 07:32
Dist_Name	MonthYear	EC	Pill	Con	Inj	IUD	Imp	PerM	PerF	TPer	TUser	CAR	
Dhaka	May 2007	35594	11840	3365	5265	1066	629	84	1531	1615	23780	66.8090
Dhaka	July 2007	110997	34638	15725	15830	3588	1199	80	3584	3664	74644	67.2487
Dhaka	August 2007	101245	31977	14349	14350	3416	977	75	3374	3449	68518	67.6754
Dhaka	September 2007	101273	32008	14431	14548	3431	987	75	3362	3437	68842	67.9767
Dhaka	October 2007	102606	32037	14578	14499	3433	996	75	3367	3442	68985	67.2329
Dhaka	November 2007	102606	32040	14498	14650	3454	1022	78	3370	3448	69112	67.3567
Dhaka	December 2007	122361	39130	15466	18823	3898	1462	310	4483	4793	83572	68.2995
Dhaka	January 2008	76101	25519	11969	12477	3192	717	68	2692	2760	56634	74.4195
Dhaka	February 2008	91302	28398	12835	14195	3264	800	78	3106	3184	62676	68.6469
Dhaka	March 2008	101693	31161	15108	15135	3233	1045	84	3275	3359	69041	67.8916
Dhaka	April 2008	91948	28402	12675	13656	3193	801	79	3071	3150	61877	67.2956
Dhaka	May 2008	101161	31033	13913	15010	3368	1055	57	3219	3276	67655	66.8785
Dhaka	June 2008	101181	30991	13690	14973	3315	1074	90	3248	3338	67381	66.5945
Dhaka	July 2008	99606	30438	13684	14957	3276	1115	94	3241	3335	66805	67.0693
Dhaka	August 2008	91428	28217	12418	13633	3050	863	86	3099	3185	61366	67.1195
Dhaka	September 2008	101179	31060	13908	15314	3234	1063	96	3325	3421	68000	67.2076
Dhaka	October 2008	91503	28375	12457	13870	2885	826	91	3144	3235	61648	67.3727
Dhaka	November 2008	91531	28395	12577	13934	2914	834	94	3137	3231	61885	67.6110
Dhaka	December 2008	91555	28427	12614	13959	3473	812	110	3174	3284	62569	68.3403
Dhaka	January 2009	101421	31067	14028	15490	3265	1054	120	3377	3497	68401	67.4426
Dhaka	February 2009	91701	28221	12544	14195	3017	809	112	3194	3306	62092	67.7114
Dhaka	March 2009	31567	12076	2274	3854	777	446	55	1577	1632	21059	66.7121
Dhaka	April 2009	87132	26265	13296	13834	2816	731	86	2644	2730	59672	68.4846
Dhaka	May 2009	100775	31107	13650	15951	3400	1065	119	3462	3581	68754	68.2253
Dhaka	June 2009	30300	10775	2733	3936	864	554	54	1359	1413	20275	66.9142
Dhaka	July 2009	39506	22073	5296	7064	1099	733	86	2216	2302	38567	97.6231
Dhaka	August 2009	37723	13988	3295	4707	956	571	58	1705	1763	25280	67.0148
Dhaka	September 2009	24496	8724	1960	3680	759	431	40	1236	1276	16830	68.7051
Dhaka	October 2009	24505	8739	1937	3713	761	435	43	1246	1289	16874	68.8594
Dhaka	November 2009	10123	3909	1081	1415	155	84	10	474	484	7128	70.4139
Dhaka	December 2009	24528	8737	1931	3748	767	431	43	1251	1294	16908	68.9335
Dhaka	January 2010	33206	11421	3249	5024	1026	601	58	1471	1529	22850	68.8129
Dhaka	February 2010	32620	11174	3312	3826	1030	599	60	1473	1533	21474	65.8308
Dhaka	March 2010	33259	11492	3321	5128	1031	599	60	1475	1535	23106	69.4729
Dhaka	April 2010	34146	10747	3326	5192	1043	615	71	1494	1565	22488	65.8584
