   Dump For Table car_details from Database dgfpmis_ss8 on 10-25-2018 07:32
Dist_Name	MonthYear	EC	Pill	Con	Inj	IUD	Imp	PerM	PerF	TPer	TUser	CAR	
Narail	May 2007	26511	9071	3102	4905	848	264	196	1232	1428	19618	73.9995
Narail	June 2007	27326	9071	3143	4051	1682	265	202	1248	1450	19662	71.9535
Narail	July 2007	27306	8759	3096	3605	2039	265	204	1264	1468	19232	70.4314
Narail	August 2007	27296	8511	3071	4710	852	265	204	1269	1473	18882	69.1750
Narail	September 2007	27323	8237	3025	3717	2031	265	204	1274	1478	18753	68.6345
Narail	October 2007	27384	8233	3044	4668	856	265	207	1282	1489	18555	67.7585
Narail	November 2007	27412	8445	3089	4825	904	270	209	1284	1493	19026	69.4076
Narail	December 2007	27431	8407	3054	4824	911	277	209	1291	1500	18973	69.1663
Narail	January 2008	27457	8499	3046	4907	915	281	209	1294	1503	19151	69.7491
Narail	February 2008	27470	8533	3117	3796	2094	303	209	1304	1513	19356	70.4623
Narail	March 2008	27479	8559	3121	5080	927	318	211	1308	1519	19524	71.0506
Narail	April 2008	27497	8850	3250	5384	934	335	210	1318	1528	20281	73.7571
Narail	May 2008	27517	8747	3280	5287	932	341	210	1324	1534	20121	73.1221
Narail	June 2008	27538	8871	3297	5230	957	354	208	1339	1547	20256	73.5565
Narail	July 2008	27572	9014	3370	5284	966	371	208	1346	1554	20559	74.5648
Narail	August 2008	22681	7348	2980	4503	815	368	195	1219	1414	17428	76.8396
Narail	September 2008	27635	9085	3431	5338	974	409	209	1366	1575	20812	75.3103
Narail	October 2008	27664	9092	3468	5429	984	421	211	1376	1587	20981	75.8422
Narail	November 2008	27695	9488	3753	5650	997	435	214	1386	1600	21923	79.1587
Narail	December 2008	28702	9655	3749	5537	1020	471	227	1434	1661	22093	76.9737
Narail	January 2009	28736	9383	3519	5423	1029	496	227	1442	1669	21519	74.8852
Narail	February 2009	28494	9264	3494	5372	1034	505	222	1428	1650	21319	74.8193
Narail	March 2009	28586	9433	3614	5747	1048	503	225	1441	1666	22011	76.9992
Narail	April 2009	26954	8559	4272	5231	1059	498	224	1403	1627	21246	78.8232
Narail	May 2009	27020	8490	3469	5133	1193	493	246	1397	1643	20421	75.5774
Narail	June 2009	27018	8538	3483	5143	1197	491	245	1425	1670	20522	75.9568
Narail	July 2009	27005	8545	3465	5167	1049	491	258	1438	1696	20413	75.5897
Narail	August 2009	27346	8795	3492	5214	1094	494	266	1457	1723	20812	76.1062
Narail	September 2009	27360	8815	3526	5252	1107	492	269	1464	1733	20925	76.4803
Narail	October 2009	27382	8828	3585	5229	1124	492	277	1468	1745	21003	76.7037
Narail	November 2009	28367	9211	3707	5434	1146	504	287	1755	2042	22044	77.7100
Narail	December 2009	28386	9206	3707	5423	1271	503	297	1569	1866	21976	77.4184
Narail	January 2010	12281	3978	1395	2268	584	403	135	700	835	9463	77.0540
Narail	February 2010	29411	9658	3854	5573	1209	508	313	1628	1941	22743	77.3282
Narail	March 2010	29426	9745	3929	5670	1220	508	314	1630	1944	23016	78.2165
Narail	April 2010	29447	9607	3939	5598	1235	505	315	1637	1952	22836	77.5495
Narail	May 2010	29463	9600	3988	5598	1241	505	316	1648	1964	22896	77.7110
Narail	June 2010	29535	9556	4010	5555	1256	505	317	1659	1976	22858	77.3929
Narail	July 2010	29554	9528	4024	5520	1256	504	318	1668	1986	22818	77.2078
Narail	August 2010	29574	9533	4059	5492	1253	503	321	1675	1996	22836	77.2165
Narail	September 2010	29593	9565	4101	5535	1255	503	321	1675	1996	22955	77.5690
Narail	October 2010	29608	9684	4226	4490	2485	502	325	1687	2012	23399	79.0293
Narail	November 2010	29627	9638	4166	4562	2410	540	331	1694	2025	23341	78.7829
Narail	December 2010	29561	9592	3994	5711	1315	559	336	1701	2037	23208	78.5088
Narail	January 2011	29681	9546	4324	5766	1322	556	335	1691	2026	23540	79.3100
Narail	February 2011	29699	9553	4377	5800	1332	644	336	1701	2037	23743	79.9455
Narail	March 2011	29837	9437	4358	5739	1348	702	334	1705	2039	23623	79.1735
Narail	April 2011	29755	9182	3807	5693	1348	728	349	1718	2067	22825	76.7098
Narail	May 2011	29782	9325	4420	5657	1370	737	355	1724	2079	23588	79.2022
Narail	June 2011	29805	9211	4440	5651	1377	738	361	1727	2088	23505	78.8626
Narail	July 2011	29829	9051	4446	4552	1385	742	368	1730	2098	22274	74.6723
Narail	August 2011	29847	9079	4166	5743	1392	737	371	1734	2105	23222	77.8035
Narail	November 2011	37298	11232	5454	6834	2041	1135	510	2327	2837	29533	79.1812
Narail	December 2011	30094	9259	4487	5751	1415	741	386	1760	2146	23799	79.0822
Narail	January 2012	30116	9294	4499	5803	1433	748	389	1764	2153	23930	79.4594
Narail	February 2012	25003	7793	3941	4791	1330	697	379	1544	1923	20475	81.8902
Narail	March 2012	23724	7706	3414	4792	1341	634	299	1406	1705	19592	82.5830
Narail	April 2012	23740	7797	3450	4721	1343	635	301	1412	1713	19659	82.8096
Narail	May 2012	23736	7775	3407	4651	1329	633	301	1413	1714	19509	82.1916
Narail	June 2012	22343	7329	3091	4477	1266	649	294	1366	1660	18472	82.6747
Narail	July 2012	22461	7464	3084	4506	1272	652	301	1370	1671	18649	83.0284
Narail	August 2012	23247	7802	3088	4631	1269	654	308	1398	1706	19150	82.3762
Narail	September 2012	23272	7731	3124	4621	1285	666	310	1411	1721	19148	82.2791
Narail	October 2012	12768	3888	1560	2473	799	490	142	818	960	10170	79.6523
