   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:22
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	21935	6923	3145	3858	848	400	107	923	1030	16204	73.8728
Laksham	11135	3820	846	2553	75	40	24	208	232	7566	67.9479
Burichong	10052	3039	840	1480	669	750	125	707	832	7610	75.7063
Muradnagar	10365	5536	955	1094	252	49	114	532	646	8532	82.3155
Daudkandi	5968	1509	764	1294	166	98	26	300	326	4157	69.6548
Chandina	17367	5491	1553	3327	414	218	254	621	875	11878	68.3941
Nangolkot	12560	3755	1670	2467	578	170	6	593	599	9239	73.5589
Titash	4727	810	877	1044	49	24	26	134	160	2964	62.7036

 
