   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:26
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	22558	7392	4101	4553	722	189	220	841	1061	18018	79.8741
Barura	13444	5662	939	2241	270	123	102	912	1014	10249	76.2348
Laksham	11205	4019	1025	2762	86	51	25	236	261	8204	73.2173
Burichong	14201	5894	1265	1917	382	226	138	646	784	10468	73.7131
Muradnagar	10503	5520	1026	1110	245	29	114	548	662	8592	81.8052
Daudkandi	6040	1621	856	1354	180	100	26	308	334	4445	73.5927
Chandina	16403	5270	1599	3442	471	220	260	634	894	11896	72.5233
Nangolkot	14882	4320	2175	2602	411	182	6	581	587	10277	69.0566
Titash	4659	1151	761	718	36	32	21	128	149	2847	61.1075

 
