   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:52
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	18697	6624	1544	3032	1095	985	565	1123	1688	14968	80.0556
Bhariab Bazar	26592	12444	1158	3828	1028	1482	280	1572	1852	21792	81.9495
Austagram	6899	2137	708	1802	265	203	169	437	606	5721	82.9251
Kishoreganj Sadar	4789	1197	764	409	493	704	39	419	458	4025	84.0468
Hossainpur	11066	3999	773	1580	923	753	143	775	918	8946	80.8422
Nikli	9175	3766	632	1027	843	253	37	850	887	7408	80.7411
Pakundia	13269	5375	1107	2020	582	740	432	555	987	10811	81.4756
Itna	7407	4117	881	860	66	37	60	55	115	6076	82.0305
Kuliarchar	10494	4330	317	1307	756	787	318	829	1147	8644	82.3709
Tarail	9986	5260	650	609	312	466	229	380	609	7906	79.1708
Karimganj	11456	4818	904	1267	719	566	337	653	990	9264	80.8659

 
