   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:27
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17926	8211	1517	3216	557	248	343	651	994	14743	82.2437
Bhariab Bazar	24727	12316	3926	2173	434	321	146	650	796	19966	80.7457
Austagram	10674	4594	991	2165	506	110	15	213	228	8594	80.5134
Kishoreganj Sadar	1720	788	402	105	56	59	12	38	50	1460	84.8837
Hossainpur	11553	4709	798	1888	665	373	98	577	675	9108	78.8367
Nikli	8998	3926	952	1060	1068	70	26	375	401	7477	83.0962
Pakundia	12879	4874	1345	2329	758	216	173	303	476	9998	77.6303
Itna	12458	6841	1480	1339	238	63	192	215	407	10368	83.2236
Kuliarchar	12145	5620	695	1371	551	552	215	500	715	9504	78.2544
Tarail	9020	5385	885	219	273	54	115	273	388	7204	79.8670
Karimganj	13395	6085	1144	2105	707	325	319	565	884	11250	83.9866

 
