   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:44
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Poba (Sadar)	24457	6455	2087	5393	562	1561	288	3379	3667	19725	80.6518
Mohanpur	13193	5507	631	2732	265	478	232	1200	1432	11045	83.7186
Puthiya	4567	1452	462	834	111	150	49	729	778	3787	82.9210
Bagmara	14997	2078	3274	3394	1011	856	579	1412	1991	12604	84.0435
Charghat	4490	1530	530	801	87	173	32	521	553	3674	81.8263
Boalia	68263	26126	21929	7165	503	823	306	2037	2343	58889	86.2678
Tanore	4074	1637	587	203	38	317	125	446	571	3353	82.3024
Godagari	18554	6230	1516	3649	455	470	446	3200	3646	15966	86.0515

 
