   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:19
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jakiganj	5062	1482	927	687	103	117	99	120	219	3535	69.8341
Jaintapur	7657	2126	1082	1137	251	77	129	214	343	5016	65.5087
Balaganj	10249	2969	1623	1338	228	350	99	285	384	6892	67.2456
Golapganj	8426	2600	1368	761	221	320	61	176	237	5507	65.3572
Sylhet Sadar	30284	10304	4055	3388	302	966	216	1014	1230	20245	66.8505
Biani Bazar	6756	2013	1027	839	220	42	40	119	159	4300	63.6471
Kanaighat	7832	3209	739	637	271	81	61	96	157	5094	65.0409
South Shurma	7863	2230	1000	1305	141	366	97	309	406	5448	69.2865

 
