   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:41
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Poba (Sadar)	23720	6509	2049	5498	530	1435	283	3294	3577	19598	82.6223
Mohanpur	13123	5972	698	2846	256	431	227	1189	1416	11619	88.5392
Puthiya	4555	1709	517	470	126	186	49	723	772	3780	82.9857
Bagmara	14973	1946	3267	3264	1051	943	575	1388	1963	12434	83.0428
Charghat	4401	1627	543	701	75	150	30	515	545	3641	82.7312
Boalia	67723	26277	20507	7364	467	783	301	1945	2246	57644	85.1173
Tanore	4307	1759	624	277	44	335	125	417	542	3581	83.1437
Godagari	18273	5737	2347	3548	426	420	439	3082	3521	15999	87.5554

 
