   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:36
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Mirzapur	10092	5310	1030	638	237	124	39	952	991	8330	82.5406
Bhuapur	9676	4714	1081	581	107	303	137	255	392	7178	74.1835
Ghatail	14502	6755	1194	1992	378	285	437	642	1079	11683	80.5613
Tangail Sadar	14985	6392	2566	2819	309	693	234	448	682	13461	89.8298
Kalihati	41165	10498	3161	588	251	352	1789	1277	3066	17916	43.5224
Modhupur	23123	9486	295	2582	230	260	379	856	1235	14088	60.9264
Gopalpur	17646	6492	3324	3997	135	176	220	362	582	14706	83.3390
Delduar	0	0	0	0	0	0	0	0	0	0	NULL

 
