   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:19
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17897	7388	1835	1910	485	189	302	571	873	12680	70.8499
Bhariab Bazar	10864	6062	977	781	405	65	81	269	350	8640	79.5287
Austagram	10577	5131	778	967	338	0	16	235	251	7465	70.5777
Hossainpur	11468	48	828	1586	569	238	108	573	681	3950	34.4437
Nikli	8153	2916	445	1384	992	20	16	235	251	6008	73.6907
Pakundia	11420	3542	928	1821	535	136	128	238	366	7328	64.1681
Itna	12441	6505	1226	887	144	16	175	188	363	9141	73.4748
Kuliarchar	12040	3981	1625	1365	417	118	178	384	562	8068	67.0100
Karimganj	13818	5842	658	2179	478	154	248	422	670	9981	72.2319

 
