   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:24
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17897	8218	1493	2280	472	153	321	612	933	13549	75.7054
Bhariab Bazar	24916	12412	3791	2027	444	119	143	570	713	19506	78.2870
Austagram	10692	4551	991	2217	361	0	1	163	164	8284	77.4785
Kishoreganj Sadar	1700	848	404	110	39	4	8	23	31	1436	84.4706
Hossainpur	11611	4429	741	1830	604	237	118	616	734	8575	73.8524
Nikli	8999	4004	1045	877	1039	21	23	360	383	7369	81.8869
Pakundia	12889	4653	1278	2261	658	139	144	290	434	9423	73.1089
Itna	12458	6803	1426	1285	165	16	184	210	394	10089	80.9841
Kuliarchar	12102	4950	1319	1305	468	109	187	436	623	8774	72.5004
Tarail	8970	5011	831	364	210	0	86	269	355	6771	75.4849
Karimganj	13410	5633	853	2157	543	151	279	471	750	10087	75.2200

 
