   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:59
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	18768	6489	1445	3135	1200	1103	566	1150	1716	15088	80.3922
Bhariab Bazar	28090	12318	1095	4258	1290	1873	324	1905	2229	23063	82.1040
Austagram	10707	3803	898	2094	316	260	196	1074	1270	8641	80.7042
Kishoreganj Sadar	4889	981	690	433	601	839	40	520	560	4104	83.9435
Hossainpur	11166	2480	1181	2516	991	888	155	826	981	9037	80.9332
Nikli	10048	4244	698	1053	862	390	42	1154	1196	8443	84.0267
Pakundia	14397	5776	1186	2229	715	816	461	634	1095	11817	82.0796
Itna	7419	3750	1112	957	70	60	66	68	134	6083	81.9922
Kuliarchar	10512	4279	321	1304	794	655	332	882	1214	8567	81.4973
Tarail	10325	5042	860	624	398	588	232	421	653	8165	79.0799
Karimganj	11390	4553	677	1084	587	547	345	676	1021	8469	74.3547

 
