   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:45
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17692	5486	1386	3982	980	853	510	987	1497	14184	80.1718
Bhariab Bazar	26508	12376	1788	3398	946	1319	273	1414	1687	21514	81.1604
Austagram	6421	1755	416	1567	908	147	161	366	527	5320	82.8531
Kishoreganj Sadar	4487	1292	943	427	304	505	34	284	318	3789	84.4439
Hossainpur	11051	4160	768	1594	868	711	144	737	881	8982	81.2777
Nikli	7572	3458	524	465	1015	159	29	484	513	6134	81.0090
Pakundia	9760	4249	775	1483	344	557	288	325	613	8021	82.1824
Itna	7386	4077	721	817	290	59	53	34	87	6051	81.9253
Kuliarchar	10556	4732	390	998	681	788	299	764	1063	8652	81.9629
Tarail	9498	4814	664	908	368	428	214	355	569	7751	81.6067
Karimganj	11273	4857	880	1303	651	489	320	618	938	9118	80.8835

 
