   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:35
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	18050	7277	1545	3533	811	662	409	777	1186	15014	83.1801
Bhariab Bazar	24116	11437	3795	2976	610	828	163	871	1034	20680	85.7522
Austagram	7960	3222	566	1653	669	49	74	300	374	6533	82.0729
Kishoreganj Sadar	1746	623	407	123	113	114	15	88	103	1483	84.9370
Hossainpur	11635	4847	744	1834	801	557	140	664	804	9587	82.3979
Nikli	8260	3073	1206	933	1120	123	27	434	461	6916	83.7288
Pakundia	12654	4977	1348	2361	906	342	252	318	570	10504	83.0093
Itna	12468	6794	1449	1303	518	123	248	256	504	10691	85.7475
Kuliarchar	12164	5628	832	1275	650	718	275	594	869	9972	81.9796
Tarail	9099	4488	1486	281	390	182	160	316	476	7303	80.2616
Karimganj	12802	5599	994	1922	790	472	360	678	1038	10815	84.4790

 
