   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:22
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17897	7628	1603	2212	478	153	323	597	920	12994	72.6043
Bhariab Bazar	24916	12243	3619	1860	418	119	139	532	671	18930	75.9753
Austagram	10596	6073	448	994	360	0	1	141	142	8017	75.6606
Kishoreganj Sadar	1700	833	391	127	33	4	8	20	28	1416	83.2941
Hossainpur	11580	4018	887	2003	596	237	116	598	714	8455	73.0138
Nikli	9395	3981	939	1063	1048	21	23	341	364	7416	78.9356
Pakundia	12910	4430	1147	2177	643	154	143	285	428	8979	69.5507
Itna	12458	6682	1350	153	1113	177	193	16	209	9684	77.7332
Kuliarchar	12074	4260	1576	1469	447	108	182	412	594	8454	70.0182
Tarail	8973	5141	732	315	201	0	80	260	340	6729	74.9916
Karimganj	13824	5423	786	2257	525	152	261	446	707	9850	71.2529

 
