   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:59
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	40607	12393	4063	8072	2449	3316	1550	1331	2881	33174	81.6953
Barura	12377	4137	778	2835	690	586	245	557	802	9828	79.4053
Laksham	8605	3753	579	1367	189	152	87	628	715	6755	78.5009
Burichong	12879	5017	1324	1868	725	691	325	504	829	10454	81.1709
Muradnagar	8304	2343	665	1570	770	187	111	462	573	6108	73.5549
Daudkandi	7654	2221	650	1754	548	252	75	543	618	6043	78.9522
Chandina	15772	5742	1610	3397	686	338	300	722	1022	12795	81.1248
Nangolkot	9651	2890	706	2154	590	285	27	947	974	7599	78.7380
Titash	4777	1489	1092	1078	168	59	22	151	173	4059	84.9696
Comilla Sadar South	2578	1070	245	518	160	32	18	103	121	2146	83.2428
Monohargonj	1606	775	122	185	61	7	8	135	143	1293	80.5106

 
