   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:51
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	18695	6670	1532	3024	1072	970	563	1120	1683	14951	79.9733
Bhariab Bazar	26580	12524	1134	3808	993	1435	280	1547	1827	21721	81.7193
Austagram	6899	1918	455	1602	981	181	169	434	603	5740	83.2005
Kishoreganj Sadar	4756	1226	784	398	471	682	38	398	436	3997	84.0412
Hossainpur	11043	4170	744	1489	902	727	142	760	902	8934	80.9019
Nikli	9175	3466	618	963	876	267	37	849	886	7076	77.1226
Pakundia	13251	5372	1081	2042	565	735	432	546	978	10773	81.2995
Itna	7404	4115	876	858	76	35	60	53	113	6073	82.0232
Kuliarchar	10485	4399	295	1220	734	819	317	815	1132	8599	82.0124
Tarail	9998	5275	604	647	316	458	224	377	601	7901	79.0258
Karimganj	11423	4838	916	1292	726	559	335	648	983	9314	81.5372

 
