   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:56
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	18716	6620	1575	2948	1156	1022	565	1132	1697	15018	80.2415
Bhariab Bazar	28076	12663	1235	4080	1170	1797	324	1825	2149	23094	82.2553
Austagram	10700	3775	903	2082	410	296	196	1064	1260	8726	81.5514
Kishoreganj Sadar	4829	1080	725	430	558	758	40	456	496	4047	83.8062
Hossainpur	11125	2659	1146	2476	965	811	150	800	950	9007	80.9618
Nikli	7750	3250	595	827	800	248	30	773	803	6523	84.1677
Pakundia	13302	5392	1099	2043	627	739	433	571	1004	10904	81.9726
Itna	7412	3829	1042	989	54	41	63	61	124	6079	82.0157
Kuliarchar	10503	4279	304	1336	794	727	325	857	1182	8622	82.0908
Tarail	10323	5277	912	558	359	502	229	396	625	8233	79.7539
Karimganj	11523	4738	841	1168	629	543	341	663	1004	8923	77.4364

 
