   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:57
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Faridpur Sadar	26070	7757	5238	2318	1365	1713	805	1440	2245	20636	79.1561
Boalmari	11355	3421	1352	1259	1253	314	347	766	1113	8712	76.7239
Char Bhadrashion	2669	517	295	317	247	407	65	286	351	2134	79.9550
Nagarkanda	3354	878	523	656	187	279	166	106	272	2795	83.3333
Sadarpur	3040	941	316	280	157	223	24	213	237	2154	70.8553
Alphadanga	9345	3412	1009	1319	933	139	261	511	772	7584	81.1557
Modhukhali	6860	2719	546	1344	180	237	116	511	627	5653	82.4052
Saltha	5932	1807	809	931	390	294	201	224	425	4656	78.4895

 
