   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:37
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Poba (Sadar)	23498	6625	2024	5847	473	1153	268	3179	3447	19569	83.2794
Mohanpur	15711	6762	905	3028	320	410	257	1403	1660	13085	83.2856
Puthiya	4535	1741	523	426	124	171	42	712	754	3739	82.4476
Bagmara	14931	2768	2605	3977	902	834	570	1244	1814	12900	86.3974
Charghat	2632	985	340	432	58	98	25	234	259	2172	82.5228
Boalia	48123	21460	14020	3256	222	523	180	508	688	40169	83.4715
Tanore	4281	1825	604	249	35	295	102	422	524	3532	82.5041
Godagari	20343	6432	2754	4104	404	348	479	3459	3938	17980	88.3842

 
