   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:28
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17962	7724	1710	3549	587	270	350	665	1015	14855	82.7024
Bhariab Bazar	24747	12418	3949	2364	453	329	150	686	836	20349	82.2281
Austagram	10682	4611	1002	2140	559	117	29	264	293	8722	81.6514
Kishoreganj Sadar	1726	761	404	110	64	63	13	460	473	1875	108.6327
Hossainpur	11565	4801	838	1826	686	398	107	606	713	9262	80.0865
Nikli	8775	3782	916	1026	1073	74	27	402	429	7300	83.1909
Pakundia	12651	4817	1311	2303	778	222	216	308	524	9955	78.6894
Itna	12458	6849	1516	1375	288	71	216	233	449	10548	84.6685
Kuliarchar	21149	5622	822	1350	574	562	227	523	750	9680	45.7705
Tarail	9039	5280	884	316	295	94	125	277	402	7271	80.4403
Karimganj	13388	6086	1138	2120	726	347	332	614	946	11363	84.8745

 
