   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:39
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17595	5907	1432	3677	874	769	494	918	1412	14071	79.9716
Bhariab Bazar	24942	12097	2749	2616	815	1042	222	1072	1294	20613	82.6437
Austagram	5190	1672	206	1247	675	70	125	195	320	4190	80.7322
Kishoreganj Sadar	4310	1551	1033	418	149	292	30	169	199	3642	84.5012
Hossainpur	10983	4317	718	1636	802	590	139	674	813	8876	80.8158
Nikli	7578	3828	570	432	1129	145	28	435	463	6567	86.6587
Pakundia	8243	3696	644	1286	247	412	230	232	462	6747	81.8513
Itna	11380	5810	1189	1290	490	82	227	243	470	9331	81.9947
Kuliarchar	12159	5602	804	1258	728	796	289	643	932	10120	83.2305
Tarail	9089	4485	1202	441	403	238	172	339	511	7280	80.0968
Karimganj	11015	4905	815	1294	626	445	305	589	894	8979	81.5161

 
