   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:53
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Faridpur Sadar	25158	7061	4924	3285	1268	1581	777	1396	2173	20292	80.6582
Boalmari	11318	3495	1260	1265	1228	271	347	764	1111	8630	76.2502
Char Bhadrashion	2656	528	290	360	256	396	63	275	338	2168	81.6265
Nagarkanda	3354	863	553	662	173	266	162	99	261	2778	82.8265
Sadarpur	3016	872	277	293	134	172	24	205	229	1977	65.5504
Alphadanga	8758	3158	929	1213	915	77	247	461	708	7000	79.9269
Modhukhali	6827	2702	489	1308	162	194	113	507	620	5475	80.1963
Saltha	5932	1793	844	910	386	271	198	221	419	4623	77.9332

 
