   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:21
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jakiganj	5075	1498	935	661	114	126	117	125	242	3576	70.4631
Jaintapur	7680	2157	1105	1130	278	77	137	224	361	5108	66.5104
Balaganj	8355	2298	1317	1093	206	280	101	246	347	5541	66.3196
Golapganj	9514	3011	1458	858	274	371	71	262	333	6305	66.2708
Sylhet Sadar	31056	10673	4164	3472	304	984	225	1049	1274	20871	67.2044
Biani Bazar	6768	2022	1041	822	227	42	40	128	168	4322	63.8593
Kanaighat	6893	3065	997	358	202	63	44	75	119	4804	69.6939
South Shurma	7999	2382	1075	1338	142	366	103	330	433	5736	71.7090

 
