   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:22
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	21525	6856	3279	3819	836	408	151	913	1064	16262	75.5494
Laksham	11125	3857	859	2554	75	37	24	207	231	7613	68.4315
Burichong	10052	2234	722	1940	661	1062	124	706	830	7449	74.1047
Muradnagar	10065	5393	967	1087	269	49	112	511	623	8388	83.3383
Daudkandi	5958	1522	729	1282	157	98	26	300	326	4114	69.0500
Chandina	17367	5448	1464	3275	408	218	254	621	875	11688	67.3001
Nangolkot	12559	3737	1427	2451	373	170	6	590	596	8754	69.7030
Titash	4719	810	870	1045	49	24	26	134	160	2958	62.6828

 
