   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:27
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Poba (Sadar)	19300	5408	1538	5111	377	797	158	2668	2826	16057	83.1969
Mohanpur	12743	5592	437	2524	174	297	197	1117	1314	10338	81.1269
Puthiya	5791	2243	610	585	80	265	33	967	1000	4783	82.5937
Bagmara	14786	2702	2805	4535	656	364	353	1175	1528	12590	85.1481
Charghat	2489	951	296	475	44	70	22	217	239	2075	83.3668
Boalia	71973	29472	23904	8252	183	204	164	595	759	62774	87.2188
Tanore	6220	2485	786	441	45	497	136	714	850	5104	82.0579
Godagari	19446	5511	2416	3468	290	447	449	3603	4052	16184	83.2253

 
