   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:25
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	22919	7166	4022	4647	813	316	209	835	1044	18008	78.5724
Barura	13276	5540	610	2444	318	162	112	917	1029	10103	76.0997
Laksham	11192	4141	944	2667	83	48	24	232	256	8139	72.7216
Burichong	12195	4988	1136	1630	323	105	104	541	645	8827	72.3821
Muradnagar	10478	5535	1015	1102	240	30	114	546	660	8582	81.9049
Daudkandi	6031	1612	855	1346	178	100	26	308	334	4425	73.3709
Chandina	17376	5661	1776	3508	455	220	257	630	887	12507	71.9786
Nangolkot	14904	4556	2316	2640	399	178	7	602	609	10698	71.7794
Titash	4652	1137	752	703	36	31	21	128	149	2808	60.3611

 
