   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:22
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17897	7707	1572	2143	482	153	321	589	910	12967	72.4535
Bhariab Bazar	22833	11960	2437	1780	403	102	171	474	645	17327	75.8858
Austagram	10583	6078	438	989	360	0	1	141	142	8007	75.6591
Kishoreganj Sadar	1700	832	390	126	34	4	7	20	27	1413	83.1176
Hossainpur	11575	4005	881	2003	596	237	115	595	710	8432	72.8467
Nikli	9385	3979	933	1048	1046	21	23	340	363	7390	78.7427
Pakundia	11463	3680	1009	1865	581	135	137	241	378	7648	66.7190
Itna	12458	6660	1332	1071	150	16	177	193	370	9599	77.0509
Kuliarchar	12070	4070	1555	1669	444	100	180	407	587	8425	69.8012
Tarail	7807	4303	696	317	201	0	80	258	338	5855	74.9968
Karimganj	13824	5411	760	2254	525	152	259	446	705	9807	70.9418

 
