   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:25
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	17897	8512	1538	2796	523	191	324	630	954	14514	81.0974
Bhariab Bazar	24916	12235	3874	2061	473	245	144	602	746	19634	78.8008
Austagram	10644	4583	989	2216	455	89	1	179	180	8512	79.9699
Kishoreganj Sadar	1718	834	405	105	44	34	9	28	37	1459	84.9243
Hossainpur	11636	4354	732	1880	637	308	119	632	751	8662	74.4414
Nikli	8979	3990	997	937	1046	25	23	363	386	7381	82.2029
Pakundia	12913	4749	1327	2313	708	179	154	296	450	9726	75.3194
Itna	12458	6820	1452	1314	180	50	186	211	397	10213	81.9795
Kuliarchar	12122	5800	631	1423	501	316	198	465	663	9334	77.0005
Tarail	8995	5142	887	288	236	9	97	269	366	6928	77.0206
Karimganj	13406	5871	942	2219	602	233	291	488	779	10646	79.4122

 
