   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:56
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	18717	6624	1568	2940	1155	1034	566	1134	1700	15021	80.2532
Bhariab Bazar	28078	12610	1244	4096	1173	1795	324	1834	2158	23076	82.1853
Austagram	10700	3769	897	2071	406	294	196	1064	1260	8697	81.2804
Kishoreganj Sadar	4836	1065	732	428	563	767	40	464	504	4059	83.9330
Hossainpur	11132	2547	1182	2546	965	817	150	806	956	9013	80.9648
Nikli	7750	3259	596	826	798	246	30	775	805	6530	84.2581
Pakundia	13779	5509	1230	2172	654	762	433	572	1005	11332	82.2411
Itna	7413	3832	1034	991	54	45	64	62	126	6082	82.0451
Kuliarchar	10506	4274	322	1338	797	721	326	860	1186	8638	82.2197
Tarail	10319	5231	911	548	367	506	231	401	632	8195	79.4166
Karimganj	11501	4724	816	1137	623	542	342	665	1007	8849	76.9411

 
